Image,u,v,pitch,yaw,A_E,A_N,F_E,F_N
DJI_0907.JPG,3653,573,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295409.23,2155323.17
DJI_0907.JPG,3760,664,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295409.59,2155324.35
DJI_0907.JPG,3961,442,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295406.99,2155325.4
DJI_0907.JPG,3708,488,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295408.32,2155323.39
DJI_0907.JPG,3825,337,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295406.62,2155323.95
DJI_0907.JPG,3683,520,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295408.68,2155323.27
DJI_0907.JPG,3646,53,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295404.92,2155321.59
DJI_0907.JPG,3473,690,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295410.86,2155322.02
DJI_0907.JPG,3834,294,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295406.23,2155323.9
DJI_0907.JPG,3764,760,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295410.37,2155324.67
DJI_0907.JPG,3672,548,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295408.95,2155323.26
DJI_0907.JPG,3493,553,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295409.66,2155321.76
DJI_0907.JPG,3635,628,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295409.75,2155323.19
DJI_0907.JPG,3723,307,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295406.75,2155322.99
DJI_0907.JPG,3841,571,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295408.52,2155324.75
DJI_0907.JPG,3782,639,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295409.3,2155324.46
DJI_0907.JPG,3684,620,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295409.51,2155323.58
DJI_0907.JPG,3857,326,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295406.41,2155324.19
DJI_0907.JPG,3929,253,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295405.52,2155324.61
DJI_0907.JPG,3862,314,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295406.29,2155324.2
DJI_0907.JPG,3906,591,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295408.44,2155325.36
DJI_0907.JPG,3946,442,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295407.05,2155325.28
DJI_0907.JPG,3438,679,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295410.9,2155321.69
DJI_0907.JPG,3739,427,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295407.7,2155323.47
DJI_0907.JPG,3610,683,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295410.3,2155323.15
DJI_0907.JPG,3803,537,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295408.37,2155324.33
DJI_0907.JPG,3829,227,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295405.68,2155323.67
DJI_0907.JPG,3524,682,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295410.61,2155322.42
DJI_0907.JPG,3821,37,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295404.11,2155323.08
DJI_0907.JPG,3718,553,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295408.82,2155323.66
DJI_0907.JPG,3918,57,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295403.91,2155323.99
DJI_0907.JPG,3886,544,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295408.12,2155325.06
DJI_0907.JPG,3735,735,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295410.27,2155324.35
DJI_0907.JPG,3764,589,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295408.95,2155324.16
DJI_0907.JPG,3787,163,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295405.3,2155323.13
DJI_0907.JPG,3718,316,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295406.85,2155322.97
DJI_0907.JPG,3897,217,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295405.34,2155324.23
DJI_0907.JPG,3666,116,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295405.37,2155321.95
DJI_0907.JPG,3947,516,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295407.66,2155325.49
DJI_0907.JPG,3494,745,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295411.24,2155322.37
DJI_0907.JPG,3879,170,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295405.01,2155323.95
DJI_0907.JPG,3842,262,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295405.93,2155323.88
DJI_0907.JPG,3844,367,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295406.8,2155324.2
DJI_0907.JPG,3929,161,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295404.75,2155324.36
DJI_0907.JPG,3719,394,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295407.49,2155323.2
DJI_0907.JPG,3966,501,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295407.47,2155325.61
DJI_0907.JPG,3714,85,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295404.93,2155322.28
DJI_0907.JPG,3795,286,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295406.31,2155323.55
DJI_0907.JPG,3725,16,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295404.31,2155322.18
DJI_0907.JPG,3812,698,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295409.68,2155324.88
DJI_0907.JPG,3654,693,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295410.22,2155323.55
DJI_0907.JPG,3699,213,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295406.06,2155322.51
DJI_0907.JPG,3762,190,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295405.63,2155322.99
DJI_0907.JPG,3724,450,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295407.94,2155323.41
DJI_0907.JPG,3947,48,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295403.72,2155324.22
DJI_0907.JPG,3851,131,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295404.79,2155323.6
DJI_0907.JPG,3812,17,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295403.98,2155322.95
DJI_0907.JPG,3975,254,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295405.36,2155325.01
DJI_0907.JPG,3859,51,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295404.08,2155323.45
DJI_0907.JPG,3892,525,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295407.94,2155325.05
DJI_0907.JPG,3916,788,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295410.05,2155326.02
DJI_0907.JPG,3663,669,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295409.99,2155323.55
DJI_0907.JPG,3390,767,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295411.8,2155321.57
DJI_0907.JPG,3723,179,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295405.68,2155322.62
DJI_0907.JPG,3740,140,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295405.29,2155322.66
DJI_0907.JPG,3814,140,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295405.01,2155323.3
DJI_0907.JPG,3552,711,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295410.74,2155322.75
DJI_0907.JPG,3605,606,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295409.68,2155322.87
DJI_0907.JPG,3861,596,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295408.65,2155325.0
DJI_0907.JPG,3938,481,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295407.4,2155325.32
DJI_0907.JPG,3419,742,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295411.49,2155321.73
DJI_0907.JPG,3962,223,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295405.14,2155324.81
DJI_0907.JPG,3808,524,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295408.25,2155324.34
DJI_0907.JPG,3837,773,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295410.21,2155325.32
DJI_0907.JPG,3678,77,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295405.0,2155321.94
DJI_0907.JPG,3872,82,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295404.3,2155323.65
DJI_0907.JPG,3973,550,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295407.85,2155325.81
DJI_0907.JPG,3303,762,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295412.08,2155320.83
DJI_0907.JPG,3933,206,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295405.11,2155324.52
DJI_0907.JPG,3718,659,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295409.7,2155323.98
DJI_0907.JPG,3677,376,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295407.5,2155322.79
DJI_0907.JPG,3789,443,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295407.64,2155323.94
DJI_0907.JPG,3444,713,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295411.16,2155321.85
DJI_0907.JPG,3239,785,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295412.5,2155320.37
DJI_0907.JPG,3740,676,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295409.76,2155324.21
DJI_0907.JPG,3877,617,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295408.77,2155325.19
DJI_0907.JPG,3790,743,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295410.14,2155324.83
DJI_0907.JPG,3463,514,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295409.45,2155321.39
DJI_0907.JPG,3884,435,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295407.22,2155324.73
DJI_0907.JPG,3717,50,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295404.62,2155322.21
DJI_0907.JPG,3955,278,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295405.63,2155324.9
DJI_0907.JPG,3980,146,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295404.42,2155324.76
DJI_0907.JPG,3908,171,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295404.91,2155324.2
DJI_0907.JPG,3882,376,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295406.73,2155324.55
DJI_0907.JPG,3660,26,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295404.64,2155321.64
DJI_0907.JPG,3324,775,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295412.11,2155321.04
DJI_0907.JPG,3657,161,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295405.78,2155322.0
DJI_0907.JPG,3756,240,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295406.07,2155323.08
DJI_0907.JPG,3449,776,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295411.66,2155322.09
DJI_0907.JPG,3835,664,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295409.31,2155324.98
DJI_0907.JPG,3894,428,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295407.12,2155324.79
DJI_0907.JPG,3698,157,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295405.59,2155322.34
DJI_0907.JPG,3862,437,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295407.32,2155324.55
DJI_0907.JPG,3885,188,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295405.14,2155324.05
DJI_0907.JPG,3967,348,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295406.18,2155325.2
DJI_0907.JPG,3693,245,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295406.35,2155322.55
DJI_0907.JPG,3760,313,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295406.66,2155323.32
DJI_0907.JPG,3545,735,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295410.97,2155322.76
DJI_0907.JPG,3920,427,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295407.02,2155325.01
DJI_0907.JPG,3763,252,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295406.14,2155323.17
DJI_0907.JPG,3969,34,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295403.52,2155324.37
DJI_0907.JPG,3590,777,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295411.15,2155323.27
DJI_0907.JPG,3708,591,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295409.18,2155323.69
DJI_0907.JPG,3894,13,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295403.63,2155323.66
DJI_0907.JPG,3694,604,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295409.34,2155323.61
DJI_0907.JPG,3728,507,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295408.4,2155323.61
DJI_0907.JPG,3653,193,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295406.06,2155322.06
DJI_0907.JPG,3653,86,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295405.17,2155321.75
DJI_0907.JPG,3641,522,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295408.85,2155322.92
DJI_0907.JPG,3817,188,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295405.4,2155323.46
DJI_0907.JPG,3404,739,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295411.52,2155321.6
DJI_0907.JPG,3908,132,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295404.58,2155324.1
DJI_0907.JPG,3904,338,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295406.33,2155324.63
DJI_0907.JPG,3863,19,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295403.8,2155323.4
DJI_0907.JPG,3701,349,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295407.19,2155322.92
DJI_0907.JPG,3983,90,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295403.94,2155324.64
DJI_0907.JPG,3579,607,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295409.79,2155322.65
DJI_0907.JPG,3957,412,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295406.75,2155325.29
DJI_0907.JPG,3778,196,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295405.61,2155323.15
DJI_0907.JPG,3704,634,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295409.55,2155323.79
DJI_0907.JPG,3418,581,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295410.17,2155321.22
DJI_0907.JPG,3356,747,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295411.76,2155321.22
DJI_0907.JPG,3839,70,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295404.32,2155323.33
DJI_0907.JPG,3609,725,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295410.65,2155323.27
DJI_0907.JPG,3656,594,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295409.39,2155323.26
DJI_0907.JPG,3758,214,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295405.84,2155323.02
DJI_0907.JPG,3723,282,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295406.54,2155322.92
DJI_0907.JPG,3731,187,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295405.72,2155322.71
DJI_0907.JPG,3826,726,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295409.86,2155325.08
DJI_0907.JPG,3677,533,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295408.81,2155323.26
DJI_0907.JPG,3816,312,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295406.44,2155323.8
DJI_0907.JPG,3809,84,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295404.55,2155323.11
DJI_0907.JPG,3748,50,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295404.5,2155322.48
DJI_0907.JPG,3831,618,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295408.95,2155324.81
DJI_0907.JPG,3859,180,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295405.17,2155323.8
DJI_0907.JPG,3679,701,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295410.2,2155323.78
DJI_0907.JPG,3915,161,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295404.8,2155324.24
DJI_0907.JPG,3659,203,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295406.13,2155322.14
DJI_0907.JPG,3441,608,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295410.3,2155321.49
DJI_0907.JPG,3489,678,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295410.7,2155322.12
DJI_0907.JPG,3798,125,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295404.94,2155323.12
DJI_0907.JPG,3777,258,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295406.14,2155323.31
DJI_0907.JPG,3719,238,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295406.19,2155322.76
DJI_0907.JPG,3754,286,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295406.46,2155323.19
DJI_0907.JPG,3745,379,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295407.27,2155323.38
DJI_0907.JPG,3817,326,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295406.56,2155323.85
DJI_0907.JPG,3850,581,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295408.57,2155324.86
DJI_0907.JPG,3769,70,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295404.59,2155322.72
DJI_0907.JPG,3686,163,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295405.69,2155322.26
DJI_0907.JPG,3717,708,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295410.11,2155324.12
DJI_0907.JPG,3957,166,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295404.68,2155324.62
DJI_0907.JPG,3879,403,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295406.97,2155324.6
DJI_0907.JPG,3506,676,-1.5690509975429023,4.2987459476620336,295424.37,2155319.62,295410.63,2155322.25
