,Source_Image,Altitude,Pitch,u,v,Reference_Point_ID,Prj_Error_Easting,Prj_Error_Northing,Prj_Error,Flat_Error_Easting,Flat_Error_Northing,Flat_Error,delta,gamma,tan_beta,tan_alpha
530,DJI_0099.JPG,30,15,363,1122,RR_3,1.296,5.084,5.2465867,0.436,2.724,2.758672144,0.186012858,0.261799388,-0.500809876,0.734458516
531,DJI_0100.JPG,30,15,3357,2590,RR_2,-1.067,2.478,2.69795719,-1.237,2.588,2.868433893,-0.133927984,0.261799388,0.157843657,0.204591017
532,DJI_0100.JPG,30,15,252,1949,RR_3,-0.394,4.954,4.969643045,-0.534,3.704,3.742295018,0.006269197,0.261799388,-0.525228894,0.610023126
533,DJI_0100.JPG,30,15,1367,525,GCP_5,2.99,-8.191,8.719666335,0.84,-10.541,10.57441634,0.309261368,0.261799388,-0.279938751,0.723515633
534,DJI_0101.JPG,30,15,3409,3540,RR_2,-1.987,3.118,3.697308886,-1.997,3.008,3.610550235,-0.331060744,0.261799388,0.169283198,0.183322752
535,DJI_0101.JPG,30,15,164,2834,RR_3,-1.324,4.114,4.321801939,-1.254,3.784,3.986373289,-0.1862253,0.261799388,-0.544588116,0.55137086
536,DJI_0101.JPG,30,15,1323,1273,GCP_5,1,-8.451,8.509958931,0.02,-9.871,9.871020262,0.15374914,0.261799388,-0.289618362,0.54305234
537,DJI_0101.JPG,30,15,3220,214,RR_1,2.782,3.112,4.174214656,-0.868,2.622,2.761939174,0.370054108,0.261799388,0.127704868,0.748870924
538,DJI_0102.JPG,30,15,38,3861,RR_3,-1.294,2.784,3.07003127,-1.634,3.324,3.703907666,-0.392791957,0.261799388,-0.572307003,0.592096015
539,DJI_0102.JPG,30,15,1255,2138,GCP_5,-0.39,-8.561,8.569878704,-0.6,-9.221,9.240500041,-0.035291283,0.261799388,-0.304577761,0.388340062
540,DJI_0102.JPG,30,15,3231,979,RR_1,0.812,3.072,3.177503422,-1.178,2.952,3.178362472,0.216211433,0.261799388,0.130124771,0.538413917
541,DJI_0103.JPG,30,15,1291,3038,GCP_5,-1.43,-9.021,9.133637884,-1.41,-9.101,9.209576592,-0.229184375,0.261799388,-0.296658079,0.298603737
542,DJI_0103.JPG,30,15,3336,1790,RR_1,-0.878,3.042,3.166172453,-1.698,3.162,3.589073418,0.041221895,0.261799388,0.153223843,0.351457443
543,DJI_0103.JPG,30,15,1475,133,GCP_4,1.487,7.157,7.309843911,-1.633,4.347,4.643608295,0.385447725,0.261799388,-0.256179706,0.821256857
544,DJI_0104.JPG,30,15,3336,2668,RR_1,-2.058,3.242,3.840042708,-2.198,3.342,4.000021,-0.150740328,0.261799388,0.153223843,0.190278131
545,DJI_0104.JPG,30,15,1390,840,GCP_4,-0.663,6.797,6.829258964,-2.333,4.927,5.451441828,0.245186877,0.261799388,-0.274878954,0.638236181
546,DJI_0105.JPG,30,15,1255,2528,GCP_4,-3.373,5.887,6.784828517,-3.413,5.507,6.478859313,-0.120509307,0.261799388,-0.304577761,0.338933698
547,DJI_0106.JPG,30,15,1184,3539,GCP_4,-3.273,4.977,5.956765734,-3.373,5.137,6.145396489,-0.330863998,0.261799388,-0.320197133,0.32833205
548,DJI_0108.JPG,30,15,2844,2575,GCP_4,-8.123,3.217,8.736831119,-7.973,3.187,8.586366985,-0.13068579,0.261799388,0.044988192,0.139459171
549,DJI_0108.JPG,30,15,803,1037,RR_1,-8.298,-1.658,8.462019144,-6.698,0.182,6.700472222,0.204008072,0.261799388,-0.404013765,0.676155527
550,DJI_0108.JPG,30,15,3918,700,GCP_3,-14.995,-3.612,15.42389604,-12.365,-4.662,13.21466871,0.273952166,0.261799388,0.281258698,0.677812805
551,DJI_0109.JPG,30,15,2971,3454,GCP_4,-7.083,3.287,7.808537507,-7.073,3.327,7.816409534,-0.314044363,0.261799388,0.07292707,0.089818776
552,DJI_0109.JPG,30,15,923,1632,RR_1,-6.848,-0.668,6.88050347,-6.168,0.552,6.192651129,0.075855437,0.261799388,-0.377614826,0.532392826
553,DJI_0109.JPG,30,15,4220,1420,GCP_3,-12.385,-2.982,12.7389383,-10.975,-3.812,11.61817408,0.122026596,0.261799388,0.347696028,0.551098555
554,DJI_0109.JPG,30,15,2725,567,GCP_5,-10.14,-12.601,16.17420171,-7.41,-12.111,14.19804286,0.300855935,0.261799388,0.018809244,0.63104668
555,DJI_0110.JPG,30,15,914,2473,RR_1,-6.008,0.102,6.008865783,-5.938,0.602,5.968437652,-0.108568876,0.261799388,-0.379594746,0.413982047
556,DJI_0110.JPG,30,15,4411,2303,GCP_3,-10.855,-3.312,11.34902502,-10.435,-3.822,11.11291631,-0.071479782,0.261799388,0.38971434,0.441167356
557,DJI_0110.JPG,30,15,2840,1318,GCP_5,-8.27,-12.211,14.74792938,-6.92,-12.021,13.87050255,0.144068236,0.261799388,0.044108228,0.432400382
558,DJI_0110.JPG,30,15,3615,64,RR_3,-13.394,0.794,13.41751363,-9.104,0.404,9.112959563,0.398411156,0.261799388,0.214601377,0.82260594
559,DJI_0111.JPG,30,15,788,3365,RR_1,-5.478,1.802,5.766774488,-5.438,1.692,5.695147759,-0.296234229,0.261799388,-0.407313633,0.40900852
560,DJI_0111.JPG,30,15,4531,3202,GCP_3,-9.405,-3.882,10.17467194,-9.405,-3.882,10.17467194,-0.263114329,0.261799388,0.416113279,0.416115716
561,DJI_0111.JPG,30,15,2859,2077,GCP_5,-6.43,-11.481,13.15896124,-5.96,-11.451,12.90918282,-0.02188399,0.261799388,0.04828806,0.249627042
562,DJI_0111.JPG,30,15,3702,685,RR_3,-10.634,1.694,10.76808209,-7.914,1.244,8.011175444,0.277007648,0.261799388,0.233740607,0.656913678
563,DJI_0111.JPG,30,15,1006,191,RR_2,-9.937,-2.372,10.21618094,-6.937,0.748,6.977210976,0.374444226,0.261799388,-0.35935556,0.863317206
564,DJI_0112.JPG,30,15,2897,2880,GCP_5,-4.7,-11.371,12.30404978,-4.66,-11.391,12.30733444,-0.195978987,0.261799388,0.056647724,0.086992964
565,DJI_0112.JPG,30,15,3785,1351,RR_3,-8.044,2.084,8.309572312,-6.564,1.614,6.759518622,0.136951479,0.261799388,0.251999874,0.502283295
566,DJI_0112.JPG,30,15,962,817,RR_2,-7.357,-1.772,7.567392748,-5.647,0.448,5.664742977,0.249942485,0.261799388,-0.369035171,0.703274608
567,DJI_0113.JPG,30,15,2919,3822,GCP_5,-3.8,-11.331,11.95121588,-3.7,-11.231,11.82477742,-0.385447725,0.261799388,0.061487529,0.138871235
568,DJI_0113.JPG,30,15,3857,2131,RR_3,-6.114,2.324,6.540792918,-5.584,1.974,5.922645693,-0.033753295,0.261799388,0.267839237,0.359811749
569,DJI_0113.JPG,30,15,881,1551,RR_2,-5.457,-0.862,5.524662252,-4.787,0.508,4.813879205,0.093545394,0.261799388,-0.386854455,0.554958802
570,DJI_0114.JPG,30,15,3955,3007,RR_3,-4.814,2.014,5.218313137,-4.774,1.924,5.147120749,-0.222707432,0.261799388,0.289398371,0.292248651
571,DJI_0114.JPG,30,15,817,2384,RR_2,-4.347,0.088,4.347890638,-4.267,0.668,4.31897129,-0.089182529,0.261799388,-0.400933889,0.442756279
572,DJI_0114.JPG,30,15,5049,271,GCP_2,-7.5,2.678,7.963773226,-3.31,0.618,3.367198242,0.359109785,0.261799388,0.5300687,0.967654713
573,DJI_0115.JPG,30,15,761,3300,RR_2,-3.797,1.298,4.012731364,-3.767,1.238,3.965215379,-0.283102673,0.261799388,-0.413253394,0.413895956
574,DJI_0115.JPG,30,15,5190,956,GCP_2,-5.21,3.348,6.192996367,-2.69,1.648,3.154679698,0.221032851,0.261799388,0.561087453,0.822274082
575,DJI_0115.JPG,30,15,2480,256,GCP_1,-8.348,-6.352,10.48985262,-5.058,-5.162,7.227005466,0.361998723,0.261799388,-0.03508859,0.720955771
576,DJI_0116.JPG,30,15,5240,1925,GCP_2,-4.67,3.658,5.932104517,-3.74,2.618,4.5652518,0.011548159,0.261799388,0.572087011,0.656973655
577,DJI_0116.JPG,30,15,2445,991,GCP_1,-6.498,-5.552,8.54685369,-4.728,-4.842,6.767492002,0.213691836,0.261799388,-0.042788281,0.517137743
578,DJI_0117.JPG,30,15,2409,1800,GCP_1,-4.968,-5.032,7.071212626,-4.308,-4.702,6.377120667,0.039025688,0.261799388,-0.050707962,0.314750623
579,DJI_0118.JPG,30,15,2421,2597,GCP_1,-3.328,-4.642,5.711720231,-3.228,-4.562,5.588544355,-0.135440043,0.261799388,-0.048068068,0.135963298
580,DJI_0119.JPG,30,15,2411,3588,GCP_1,-3.058,-4.352,5.318953656,-2.998,-4.372,5.30116855,-0.340473112,0.261799388,-0.05026798,0.093582904
581,DJI_0120.JPG,30,15,4068,3499,GCP_1,-1.748,-4.682,4.997662254,-1.708,-4.832,5.124986634,-0.322972433,0.261799388,0.314257372,0.320748628
582,DJI_0120.JPG,30,15,1196,2124,GCP_2,0.88,2.638,2.780907046,0.74,1.938,2.074474391,-0.032215147,0.261799388,-0.317557239,0.401208643
583,DJI_0121.JPG,30,15,1113,3213,GCP_2,0.55,2.678,2.733895389,0.55,2.688,2.743691673,-0.265368991,0.261799388,-0.335816506,0.335837616
584,DJI_0121.JPG,30,15,2604,556,RR_3,2.746,2.254,3.552609182,0.196,1.184,1.200113328,0.303061652,0.261799388,-0.007809686,0.63380948
585,DJI_0122.JPG,30,15,2626,1395,RR_3,1.116,2.664,2.888313002,-0.034,2.224,2.224259877,0.127440831,0.261799388,-0.002969881,0.410179594
586,DJI_0122.JPG,30,15,3507,56,GCP_5,5.19,-10.961,12.12763872,0.92,-11.211,11.2486853,0.399905148,0.261799388,0.190842331,0.815539536
587,DJI_0123.JPG,30,15,2610,2205,RR_3,-0.514,2.544,2.595405941,-0.844,2.414,2.557289972,-0.050002533,0.261799388,-0.006489739,0.215124091
588,DJI_0123.JPG,30,15,3532,727,GCP_5,2.78,-11.261,11.59907414,0.22,-11.201,11.20316031,0.26843908,0.261799388,0.19634211,0.628866618
589,DJI_0124.JPG,30,15,2627,3147,RR_3,-1.314,2.884,3.169235239,-1.314,2.884,3.169235239,-0.251800249,0.261799388,-0.002749889,0.010370732
590,DJI_0124.JPG,30,15,3600,1506,GCP_5,0.99,-11.071,11.11517616,-0.23,-10.841,10.84343954,0.103348547,0.261799388,0.211301509,0.444207622
591,DJI_0124.JPG,30,15,2063,526,GCP_3,-0.445,-2.442,2.482214535,-2.885,-4.022,4.949718073,0.309061757,0.261799388,-0.126824904,0.659634999
592,DJI_0125.JPG,30,15,3650,2428,GCP_5,-0.23,-10.411,10.41354027,-0.53,-10.211,10.22474552,-0.098776107,0.261799388,0.222301067,0.278943369
593,DJI_0125.JPG,30,15,2064,1362,GCP_3,-2.195,-2.092,3.03224158,-3.275,-2.912,4.382393068,0.134576085,0.261799388,-0.126604913,0.440456129
594,DJI_0126.JPG,30,15,3735,3280,GCP_5,-1.69,-10.011,10.15264601,-1.69,-10.041,10.18222869,-0.279041696,0.261799388,0.241000316,0.241652186
595,DJI_0126.JPG,30,15,2094,2115,GCP_3,-4.115,-2.422,4.774862197,-4.435,-2.762,5.224736261,-0.030237305,0.261799388,-0.120005178,0.266082016
596,DJI_0126.JPG,30,15,3555,279,GCP_4,1.237,4.247,4.423480304,-2.393,4.257,4.883492398,0.357566449,0.261799388,0.201401907,0.754639938
597,DJI_0127.JPG,30,15,2037,3044,GCP_3,-4.985,-2.452,5.555405386,-4.985,-2.492,5.573175845,-0.230435736,0.261799388,-0.132544674,0.136270713
598,DJI_0127.JPG,30,15,3565,1052,GCP_4,-0.593,4.197,4.238685881,-2.553,4.387,5.075783486,0.200841822,0.261799388,0.203601819,0.54818727
599,DJI_0128.JPG,30,15,3591,1872,GCP_4,-2.173,4.117,4.655278509,-2.943,4.367,5.266112228,0.023203167,0.261799388,0.209321589,0.365257199
600,DJI_0129.JPG,30,15,3681,2749,GCP_4,-3.373,4.207,5.392214573,-3.493,4.347,5.576509482,-0.168108768,0.261799388,0.229120793,0.248574766
601,DJI_0130.JPG,30,15,3699,3786,GCP_4,-3.823,4.927,6.236237488,-3.853,4.677,6.059697847,-0.378629344,0.261799388,0.233080634,0.262391512
602,DJI_0132.JPG,30,15,399,2708,GCP_4,-6.003,1.857,6.283665968,-5.983,2.277,6.401641821,-0.159329458,0.261799388,-0.492890194,0.506047066
603,DJI_0132.JPG,30,15,1830,778,GCP_3,-12.135,-6.602,13.81465269,-9.965,-5.452,11.35894049,0.257979926,0.261799388,-0.178082844,0.607939983
604,DJI_0133.JPG,30,15,369,3476,GCP_4,-5.633,3.307,6.531993417,-5.553,3.097,6.358240165,-0.318415764,0.261799388,-0.499489929,0.503491705
605,DJI_0133.JPG,30,15,1999,1410,GCP_3,-10.005,-5.942,11.63646806,-8.915,-5.232,10.33687811,0.124193171,0.261799388,-0.140904338,0.433907701
606,DJI_0133.JPG,30,15,587,536,GCP_5,-7.72,-15.481,17.29912602,-5.46,-12.541,13.67802182,0.307064252,0.261799388,-0.451531856,0.834275106
607,DJI_0134.JPG,30,15,2082,2217,GCP_3,-8.505,-5.642,10.20623285,-8.215,-5.362,9.810059582,-0.052635282,0.261799388,-0.122645072,0.246531097
608,DJI_0134.JPG,30,15,632,1230,GCP_5,-5.79,-15.121,16.19162564,-4.73,-13.221,14.0416431,0.162972746,0.261799388,-0.441632254,0.662965948
609,DJI_0135.JPG,30,15,2083,3116,GCP_3,-7.485,-5.132,9.075386989,-7.485,-5.112,9.064092288,-0.24539388,0.261799388,-0.122425081,0.123535922
610,DJI_0135.JPG,30,15,578,2014,GCP_5,-4.27,-14.301,14.92486184,-4.02,-13.271,13.86650068,-0.008028905,0.261799388,-0.453511776,0.535515637
611,DJI_0135.JPG,30,15,1592,648,RR_3,-8.474,-1.656,8.634292791,-6.274,0.124,6.275225255,0.284521758,0.261799388,-0.23044074,0.66518225
612,DJI_0136.JPG,30,15,521,2796,GCP_5,-2.75,-13.121,13.40608597,-2.78,-12.801,13.09938934,-0.178140695,0.261799388,-0.466051272,0.475144854
613,DJI_0136.JPG,30,15,1597,1292,RR_3,-5.904,-1.006,5.989094422,-4.764,0.134,4.765884178,0.149665082,0.261799388,-0.229340784,0.503025463
614,DJI_0137.JPG,30,15,418,3731,GCP_5,-2.47,-11.411,11.67526535,-2.26,-11.801,12.01545675,-0.368140676,0.261799388,-0.488710362,0.502944803
615,DJI_0137.JPG,30,15,1556,2067,RR_3,-4.294,-0.156,4.296832787,-3.964,0.414,3.985560437,-0.019685194,0.261799388,-0.238360422,0.34823754
616,DJI_0138.JPG,30,15,1507,2928,RR_3,-3.174,0.534,3.218607152,-3.184,0.654,3.250472581,-0.206116607,0.261799388,-0.249139989,0.255676709
617,DJI_0138.JPG,30,15,2836,357,GCP_2,-6.61,0.028,6.610059304,-3.4,0.698,3.470908238,0.342426208,0.261799388,0.043228263,0.692353748
618,DJI_0139.JPG,30,15,1471,3898,RR_3,-2.544,1.634,3.023556184,-2.304,1.394,2.692889155,-0.399718502,0.261799388,-0.25705967,0.2943098
619,DJI_0139.JPG,30,15,2868,1046,GCP_2,-4.06,0.838,4.145581262,-2.28,1.148,2.552705232,0.202108816,0.261799388,0.05026798,0.503473239
620,DJI_0139.JPG,30,15,374,175,GCP_1,-5.958,-9.272,11.02124077,-3.238,-5.212,6.13592601,0.377489323,0.261799388,-0.498389973,0.968700536
621,DJI_0140.JPG,30,15,2852,1861,GCP_2,-2.64,1.288,2.93743834,-1.98,1.368,2.406620867,0.025621446,0.261799388,0.046748121,0.299598596
622,DJI_0140.JPG,30,15,212,901,GCP_1,-4.148,-8.442,9.406022964,-2.828,-5.622,6.293208085,0.232519706,0.261799388,-0.534028541,0.811473552
623,DJI_0141.JPG,30,15,2867,2720,GCP_2,-1.48,1.538,2.134442316,-1.4,1.518,2.065023971,-0.161901639,0.261799388,0.050047989,0.112144092
624,DJI_0141.JPG,30,15,95,1674,GCP_1,-2.648,-7.572,8.021663668,-2.248,-5.912,6.324970198,0.066663399,0.261799388,-0.559767506,0.682557228
625,DJI_0142.JPG,30,15,2916,3714,GCP_2,-0.96,1.418,1.71240299,-0.89,1.488,1.733852358,-0.364881353,0.261799388,0.060827556,0.120171577
626,DJI_0145.JPG,30,30,2100,979,RR_2,8.913,6.398,10.97159847,3.313,-1.392,3.593554369,0.216211433,0.523598776,-0.118685231,0.926778568
627,DJI_0145.JPG,30,30,131,129,RR_3,12.066,17.094,20.92350812,8.336,-2.606,8.733849781,0.386203013,0.523598776,-0.551847825,1.568899865
628,DJI_0146.JPG,30,30,1363,1722,RR_2,3.493,6.468,7.350923275,-0.187,1.648,1.658575594,0.056144472,0.523598776,-0.280818716,0.735823531
629,DJI_0146.JPG,30,30,299,197,GCP_5,11.21,2.879,11.57379544,1.45,-13.281,13.35991995,0.373300429,0.523598776,-0.51488931,1.499566248
630,DJI_0147.JPG,30,30,1041,2556,RR_2,0.983,5.438,5.52613183,-0.457,2.448,2.49029175,-0.12657505,0.523598776,-0.351655869,0.566750013
631,DJI_0147.JPG,30,30,1627,188,RR_1,12.622,11.892,17.34169969,-0.378,1.772,1.811868649,0.375015739,0.523598776,-0.222741049,1.306500397
632,DJI_0148.JPG,30,30,776,3578,RR_2,-0.097,3.598,3.599307294,-0.187,2.258,2.265730125,-0.33851731,0.523598776,-0.409953527,0.45717156
633,DJI_0148.JPG,30,30,1444,750,RR_1,8.942,10.692,13.9383725,0.042,2.962,2.962297757,0.263729509,0.523598776,-0.262999432,1.070805244
634,DJI_0149.JPG,30,30,1276,1330,RR_2,-18.327,1.658,18.40184483,-24.007,-4.192,24.37024647,0.141481986,0.523598776,-0.299957947,0.872014935
635,DJI_0149.JPG,30,30,148,163,GCP_4,10.337,19.957,22.47521786,-0.973,3.917,4.036039891,0.379768333,0.523598776,-0.548107975,1.547343841
636,DJI_0150.JPG,30,30,1098,2043,RR_1,2.512,8.412,8.779059631,-0.418,4.332,4.352119943,-0.014407347,0.523598776,-0.339116373,0.680103821
637,DJI_0151.JPG,30,30,956,2812,RR_1,0.182,6.742,6.744456094,-0.898,4.222,4.316443907,-0.181547671,0.523598776,-0.370355118,0.530395979
638,DJI_0152.JPG,30,30,781,3750,RR_1,-1.198,4.672,4.823151252,-1.218,3.592,3.792886499,-0.371773772,0.523598776,-0.408853571,0.441003612
639,DJI_0157.JPG,30,30,3025,2162,RR_1,-10.118,1.602,10.24403866,-6.368,1.412,6.522665713,-0.040563073,0.523598776,0.084806592,0.533146354
640,DJI_0157.JPG,30,30,2649,135,RR_2,-24.097,-3.042,24.28825175,-7.727,-0.932,7.783004112,0.385069908,0.523598776,0.002089916,1.282845617
641,DJI_0157.JPG,30,30,4707,383,RR_3,-26.124,6.904,27.02089177,-10.994,0.354,10.99969781,0.337342533,0.523598776,0.454831723,1.35698584
642,DJI_0157.JPG,30,30,4394,1243,GCP_5,-16.72,-7.731,18.42082411,-8.27,-11.471,14.14131327,0.16018709,0.523598776,0.38597449,0.955011441
643,DJI_0158.JPG,30,30,3248,2999,RR_1,-7.618,1.842,7.837530734,-6.058,1.522,6.246266725,-0.221032851,0.523598776,0.133864621,0.342203712
644,DJI_0158.JPG,30,30,2991,559,RR_2,-19.797,-2.202,19.91908665,-7.167,-0.762,7.207394328,0.302460393,0.523598776,0.077326893,1.090800303
645,DJI_0158.JPG,30,30,5255,950,RR_3,-21.254,6.944,22.35959865,-9.984,1.014,10.03536008,0.222288906,0.523598776,0.575386879,1.211350108
646,DJI_0158.JPG,30,30,4852,1968,GCP_5,-12.82,-7.961,15.09072301,-7.59,-11.171,13.50553002,0.002089757,0.523598776,0.486730441,0.808209594
647,DJI_0159.JPG,30,30,3430,3938,RR_1,-5.598,1.822,5.88704408,-5.298,1.552,5.520643803,-0.407161315,0.523598776,0.173903012,0.210563952
648,DJI_0159.JPG,30,30,3172,997,RR_2,-15.587,-0.932,15.61483887,-6.067,-0.212,6.070702842,0.212431002,0.523598776,0.117145293,0.919522251
649,DJI_0159.JPG,30,30,5236,2691,GCP_5,-9.3,-8.491,12.59313627,-6.4,-11.231,12.92653708,-0.155681899,0.523598776,0.571207047,0.723425049
650,DJI_0160.JPG,30,30,3246,1574,RR_2,-11.787,-0.202,11.78873076,-5.497,0.038,5.497131343,0.088527801,0.523598776,0.133424639,0.720767807
651,DJI_0161.JPG,30,30,3299,2209,RR_2,-8.247,0.628,8.270876193,-4.577,0.508,4.605105102,-0.050880195,0.523598776,0.14508417,0.536725913
652,DJI_0161.JPG,30,30,4364,236,GCP_1,-22.748,-5.252,23.34641317,-5.898,-8.292,10.17564091,0.365840824,0.523598776,0.379374755,1.372423561
653,DJI_0162.JPG,30,30,3336,2946,RR_2,-5.397,1.278,5.546250355,-3.687,0.968,3.811953961,-0.209907278,0.523598776,0.153223843,0.362195135
654,DJI_0162.JPG,30,30,4495,600,GCP_1,-18.078,-4.282,18.5782025,-4.358,-7.492,8.667308002,0.294220705,0.523598776,0.408193597,1.222663907
655,DJI_0163.JPG,30,30,3396,3840,RR_2,-3.127,1.318,3.393413179,-2.727,1.048,2.92144365,-0.388842866,0.523598776,0.166423312,0.21584044
656,DJI_0163.JPG,30,30,4635,1029,GCP_1,-13.588,-3.492,14.02953342,-3.058,-6.722,7.384893229,0.205695048,0.523598776,0.43899236,1.07014998
657,DJI_0164.JPG,30,30,4809,1677,GCP_1,-10.198,-3.082,10.65354063,-3.468,-6.102,7.018648588,0.066006375,0.523598776,0.477270821,0.881629638
658,DJI_0165.JPG,30,30,4970,2347,GCP_1,-9.948,-3.582,10.57324113,-5.968,-6.212,8.614288595,-0.081102369,0.523598776,0.512689398,0.739177709
659,DJI_0166.JPG,30,30,5131,3118,GCP_1,-6.528,-4.252,7.790653888,-4.678,-6.222,7.784405437,-0.245807821,0.523598776,0.548107975,0.63731535
660,DJI_0169.JPG,30,30,3470,1423,RR_2,6.183,1.658,6.401441478,-0.847,0.408,0.940145201,0.121376398,0.523598776,0.182702658,0.786280019
661,DJI_0169.JPG,30,30,1047,750,RR_3,7.226,9.934,12.28411299,-0.134,0.054,0.14447145,0.263729509,0.523598776,-0.350335922,1.119898275
662,DJI_0170.JPG,30,30,3294,2057,RR_2,2.843,1.108,3.051280551,-1.337,0.668,1.494587903,-0.017486207,0.523598776,0.143984214,0.578196512
663,DJI_0170.JPG,30,30,615,1421,RR_3,3.386,8.124,8.801384664,-0.994,0.824,1.291128189,0.121809875,0.523598776,-0.445372103,0.936913926
664,DJI_0170.JPG,30,30,1708,485,GCP_5,10.72,-4.481,11.61885369,-0.04,-12.851,12.85106225,0.317224805,0.523598776,-0.204921765,1.15896501
665,DJI_0171.JPG,30,30,3296,2953,RR_2,0.753,1.518,1.694500811,-0.927,1.648,1.890828654,-0.211379782,0.523598776,0.144424197,0.356673189
666,DJI_0171.JPG,30,30,366,2252,RR_3,1.056,6.984,7.063383892,-0.744,2.284,2.402122395,-0.060309832,0.523598776,-0.500149902,0.749751476
667,DJI_0171.JPG,30,30,1548,1108,GCP_5,7.32,-5.221,8.99117573,0.38,-11.241,11.24742108,0.188985496,0.523598776,-0.240120351,0.920463963
668,DJI_0171.JPG,30,30,516,408,GCP_3,7.245,7.578,10.48408837,-2.625,-5.312,5.925197803,0.332437225,0.523598776,-0.467151228,1.354899252
669,DJI_0171.JPG,30,30,3179,436,RR_1,12.942,4.622,13.74257065,-0.498,1.812,1.879188122,0.326923495,0.523598776,0.118685231,1.153651504
670,DJI_0172.JPG,30,30,3333,3871,RR_2,-1.437,1.938,2.41263611,-1.797,2.148,2.800555838,-0.394667953,0.523598776,0.152563869,0.201186744
671,DJI_0172.JPG,30,30,137,3047,RR_3,-1.214,5.154,5.295045987,-1.594,2.294,2.793433729,-0.231061142,0.523598776,-0.550527878,0.649061973
672,DJI_0172.JPG,30,30,1435,1690,GCP_5,3.74,-6.241,7.275828544,-0.56,-10.621,10.63575296,0.063158616,0.523598776,-0.264979352,0.73709142
673,DJI_0172.JPG,30,30,341,896,GCP_3,3.165,6.298,7.048548006,-3.715,-4.052,5.497265593,0.233560921,0.523598776,-0.505649681,1.173532613
674,DJI_0172.JPG,30,30,3181,900,RR_1,8.752,3.932,9.5946927,-1.218,2.152,2.472777386,0.23272799,0.523598776,0.119125213,0.957593612
675,DJI_0173.JPG,30,30,1286,2377,GCP_5,0.87,-7.541,7.59101976,-1.22,-10.491,10.56169877,-0.087654713,0.523598776,-0.297758035,0.570001362
676,DJI_0173.JPG,30,30,138,1462,GCP_3,-0.325,4.798,4.808994593,-4.525,-3.202,5.54332292,0.112914629,0.523598776,-0.550307887,1.007280012
677,DJI_0173.JPG,30,30,3172,1449,RR_1,5.072,3.182,5.987512672,-1.688,2.182,2.758707668,0.115737084,0.523598776,0.117145293,0.757706659
678,DJI_0173.JPG,30,30,1681,254,GCP_4,10.397,12.007,15.8828731,-2.563,3.027,3.966320461,0.362383439,0.523598776,-0.210861527,1.269074287
679,DJI_0174.JPG,30,30,1073,3294,GCP_5,-0.92,-9.001,9.047894838,-1.35,-10.561,10.64693482,-0.28188538,0.523598776,-0.344616152,0.432154077
680,DJI_0174.JPG,30,30,3137,2184,RR_1,2.032,2.722,3.396808502,-1.628,2.352,2.860469891,-0.045393574,0.523598776,0.109445602,0.532789174
681,DJI_0174.JPG,30,30,1547,789,GCP_4,6.497,10.887,12.67824034,-2.463,3.867,4.58476368,0.255716357,0.523598776,-0.240340342,1.044078212
682,DJI_0175.JPG,30,30,3177,2997,RR_1,-0.588,2.532,2.599378387,-2.148,2.602,3.374064018,-0.220614008,0.523598776,0.118245248,0.336263467
683,DJI_0175.JPG,30,30,1448,1331,GCP_4,2.797,9.607,10.00588117,-3.183,4.247,5.307400305,0.141266378,0.523598776,-0.262119467,0.851749082
684,DJI_0176.JPG,30,30,1343,2015,GCP_4,-0.013,8.067,8.067010475,-3.233,4.387,5.449592462,-0.008248865,0.523598776,-0.285218539,0.654416345
685,DJI_0177.JPG,30,30,1201,2788,GCP_4,-2.423,6.627,7.056065334,-3.663,4.347,5.684538504,-0.176435633,0.523598776,-0.316457284,0.494132454
686,DJI_0178.JPG,30,30,1036,3724,GCP_4,-3.903,4.677,6.091612102,-4.003,3.677,5.435470357,-0.36679959,0.523598776,-0.352755825,0.390565712
687,DJI_0181.JPG,30,30,2954,3872,GCP_4,-7.763,2.497,8.154702815,-7.473,2.377,7.841929482,-0.394855391,0.523598776,0.06918722,0.147060678
688,DJI_0181.JPG,30,30,882,2249,RR_1,-9.038,-3.918,9.850693783,-5.978,-0.628,6.010895774,-0.059652279,0.523598776,-0.386634464,0.661277131
689,DJI_0181.JPG,30,30,3939,1923,GCP_3,-16.795,-3.062,17.07184434,-11.955,-5.102,12.99817022,0.011988048,0.523598776,0.285878512,0.68021146
690,DJI_0181.JPG,30,30,2541,1289,GCP_5,-15.42,-14.861,21.41554858,-7.87,-13.761,15.85250835,0.150310272,0.523598776,-0.021669129,0.799117925
691,DJI_0181.JPG,30,30,996,200,RR_2,-22.607,-10.852,25.07672931,-7.647,-1.832,7.863385594,0.372728146,0.523598776,-0.361555471,1.378203248
692,DJI_0181.JPG,30,30,3067,411,RR_3,-24.694,-1.096,24.71831006,-10.694,-1.286,10.771046,0.331847464,0.523598776,0.094046221,1.159812134
693,DJI_0182.JPG,30,30,968,2942,RR_1,-7.388,-2.398,7.767428661,-6.238,-0.268,6.243754319,-0.209065432,0.523598776,-0.367715224,0.505339088
694,DJI_0182.JPG,30,30,4359,2727,GCP_3,-13.525,-3.412,13.94874077,-11.075,-5.122,12.20206987,-0.163401083,0.523598776,0.3782748,0.552483798
695,DJI_0182.JPG,30,30,2820,1880,GCP_5,-12.15,-13.901,18.46240236,-7.42,-13.271,15.2044678,0.021444247,0.523598776,0.039708404,0.608081225
