Image,u,v
DJI_0908.JPG,3573,720
DJI_0908.JPG,3326,310
DJI_0908.JPG,3293,275
DJI_0908.JPG,3675,321
DJI_0908.JPG,3945,288
DJI_0908.JPG,3309,570
DJI_0908.JPG,3805,675
DJI_0908.JPG,3253,566
DJI_0908.JPG,3280,437
DJI_0908.JPG,3978,508
DJI_0908.JPG,3971,266
DJI_0908.JPG,3591,651
DJI_0908.JPG,3250,459
DJI_0908.JPG,3257,355
DJI_0908.JPG,3756,545
DJI_0908.JPG,3806,613
DJI_0908.JPG,3769,461
DJI_0908.JPG,3341,404
DJI_0908.JPG,3649,425
DJI_0908.JPG,3789,482
DJI_0908.JPG,3216,415
DJI_0908.JPG,3667,417
DJI_0908.JPG,3640,549
DJI_0908.JPG,3707,586
DJI_0908.JPG,3567,39
DJI_0908.JPG,3751,310
DJI_0908.JPG,3756,468
DJI_0908.JPG,3686,790
DJI_0908.JPG,3792,183
DJI_0908.JPG,3733,633
DJI_0908.JPG,3909,640
DJI_0908.JPG,3594,394
DJI_0908.JPG,3988,710
DJI_0908.JPG,3476,774
DJI_0908.JPG,3792,669
DJI_0908.JPG,3657,773
DJI_0908.JPG,3309,337
DJI_0908.JPG,3720,248
DJI_0908.JPG,3742,229
DJI_0908.JPG,3975,189
DJI_0908.JPG,3895,542
DJI_0908.JPG,3554,56
DJI_0908.JPG,3898,227
DJI_0908.JPG,3723,393
DJI_0908.JPG,3620,608
DJI_0908.JPG,3740,734
DJI_0908.JPG,3868,656
DJI_0908.JPG,3934,671
DJI_0908.JPG,3668,600
DJI_0908.JPG,3833,725
DJI_0908.JPG,3886,667
DJI_0908.JPG,3926,421
DJI_0908.JPG,3541,753
DJI_0908.JPG,3845,719
DJI_0908.JPG,3503,684
DJI_0908.JPG,3794,685
DJI_0908.JPG,3572,745
DJI_0908.JPG,3785,502
DJI_0908.JPG,3780,227
DJI_0908.JPG,3926,658
DJI_0908.JPG,3780,298
DJI_0908.JPG,3750,656
DJI_0908.JPG,3243,446
DJI_0908.JPG,3668,466
DJI_0908.JPG,3755,596
DJI_0908.JPG,3245,485
DJI_0908.JPG,3964,749
DJI_0908.JPG,3861,628
DJI_0908.JPG,3883,292
DJI_0908.JPG,4249,582
DJI_0908.JPG,4044,669
DJI_0908.JPG,4087,219
DJI_0908.JPG,4089,767
DJI_0908.JPG,4164,593
DJI_0908.JPG,4192,726
DJI_0908.JPG,4066,601
DJI_0908.JPG,4230,668
DJI_0908.JPG,4177,642
DJI_0908.JPG,4182,508
DJI_0908.JPG,4140,350
DJI_0908.JPG,4291,523
DJI_0908.JPG,4027,380
DJI_0908.JPG,4075,483
DJI_0908.JPG,4171,613
DJI_0908.JPG,4025,405
DJI_0908.JPG,4098,408
DJI_0908.JPG,4016,717
DJI_0908.JPG,4255,479
DJI_0908.JPG,4174,780
DJI_0908.JPG,4084,438
DJI_0908.JPG,4171,434
DJI_0908.JPG,4157,466
DJI_0908.JPG,4125,245
DJI_0908.JPG,4220,448
DJI_0908.JPG,4040,270
DJI_0908.JPG,4198,697
DJI_0908.JPG,4025,738
DJI_0908.JPG,4192,564
DJI_0908.JPG,4024,674
DJI_0908.JPG,4150,539
DJI_0908.JPG,4098,618
DJI_0908.JPG,4050,406
DJI_0908.JPG,4159,580
DJI_0908.JPG,4102,228
DJI_0908.JPG,4054,167
DJI_0908.JPG,4062,301
DJI_0908.JPG,4167,357
DJI_0908.JPG,4138,459
DJI_0908.JPG,4099,710
DJI_0908.JPG,4127,600
DJI_0908.JPG,4033,517
DJI_0908.JPG,4165,733
DJI_0908.JPG,4156,675
DJI_0908.JPG,4220,508
DJI_0908.JPG,4099,476
DJI_0908.JPG,4148,650
DJI_0908.JPG,4127,778
DJI_0908.JPG,4040,767
DJI_0908.JPG,4061,401
DJI_0908.JPG,4042,613
DJI_0908.JPG,4224,693
DJI_0908.JPG,4022,334
DJI_0908.JPG,4017,533
DJI_0908.JPG,4036,428
DJI_0908.JPG,4149,563
DJI_0908.JPG,4021,485
DJI_0908.JPG,4013,604
DJI_0908.JPG,4155,495
DJI_0908.JPG,4021,220
DJI_0908.JPG,4108,658
DJI_0908.JPG,4067,695
DJI_0908.JPG,4030,253
DJI_0908.JPG,4092,627
DJI_0908.JPG,4104,513
DJI_0908.JPG,4210,725
DJI_0908.JPG,4015,767
DJI_0908.JPG,4050,307
DJI_0908.JPG,4051,653
DJI_0908.JPG,4040,564
DJI_0908.JPG,4113,702
DJI_0908.JPG,4055,636
DJI_0908.JPG,4184,689
DJI_0908.JPG,4055,734
DJI_0908.JPG,4081,665
DJI_0908.JPG,4184,739
DJI_0908.JPG,4021,355
DJI_0908.JPG,4074,285
DJI_0908.JPG,4099,667
DJI_0908.JPG,4058,569
DJI_0908.JPG,4081,555
DJI_0908.JPG,4232,587
DJI_0908.JPG,4012,292
DJI_0908.JPG,4163,749
DJI_0908.JPG,4049,709
DJI_0908.JPG,4033,413
DJI_0908.JPG,4116,748
DJI_0908.JPG,4131,494
DJI_0908.JPG,4042,756
DJI_0908.JPG,4020,288
DJI_0908.JPG,4130,473
DJI_0908.JPG,4136,558
DJI_0908.JPG,4165,660
DJI_0908.JPG,4013,637
DJI_0908.JPG,341,897
DJI_0908.JPG,381,895
DJI_0908.JPG,246,1071
DJI_0908.JPG,241,884
DJI_0908.JPG,459,874
DJI_0908.JPG,282,825
DJI_0908.JPG,171,1069
DJI_0908.JPG,485,830
DJI_0908.JPG,196,1117
DJI_0908.JPG,500,838
DJI_0908.JPG,421,898
DJI_0908.JPG,389,844
DJI_0908.JPG,385,959
DJI_0908.JPG,343,859
DJI_0908.JPG,174,1100
DJI_0908.JPG,538,821
DJI_0908.JPG,413,864
DJI_0908.JPG,210,1125
DJI_0908.JPG,251,1121
DJI_0908.JPG,312,825
DJI_0908.JPG,242,925
DJI_0908.JPG,420,851
DJI_0908.JPG,265,968
DJI_0908.JPG,415,814
DJI_0908.JPG,256,817
DJI_0908.JPG,395,900
DJI_0908.JPG,476,1500
DJI_0908.JPG,382,981
DJI_0908.JPG,361,958
DJI_0908.JPG,411,907
DJI_0908.JPG,505,818
DJI_0908.JPG,2921,1056
DJI_0908.JPG,3165,1557
DJI_0908.JPG,2916,1070
DJI_0908.JPG,3951,971
DJI_0908.JPG,3623,1295
DJI_0908.JPG,3899,1018
DJI_0908.JPG,3601,1060
DJI_0908.JPG,3827,956
DJI_0908.JPG,3794,916
DJI_0908.JPG,3746,1000
DJI_0908.JPG,3518,1494
DJI_0908.JPG,3685,969
DJI_0908.JPG,3653,1254
DJI_0908.JPG,3718,1457
DJI_0908.JPG,3753,889
DJI_0908.JPG,3704,1288
DJI_0908.JPG,3369,1398
DJI_0908.JPG,3716,905
DJI_0908.JPG,3803,953
DJI_0908.JPG,3507,839
DJI_0908.JPG,3700,1410
DJI_0908.JPG,3381,1452
DJI_0908.JPG,3960,1077
DJI_0908.JPG,3585,1452
DJI_0908.JPG,3963,920
DJI_0908.JPG,3610,891
DJI_0908.JPG,3575,1491
DJI_0908.JPG,3652,892
DJI_0908.JPG,3625,1326
DJI_0908.JPG,3858,1147
DJI_0908.JPG,3571,1100
DJI_0908.JPG,3795,1020
DJI_0908.JPG,3975,888
DJI_0908.JPG,3745,1409
DJI_0908.JPG,3674,1219
DJI_0908.JPG,3946,1105
DJI_0908.JPG,3593,1348
DJI_0908.JPG,3592,1024
DJI_0908.JPG,3320,1489
DJI_0908.JPG,3859,1009
DJI_0908.JPG,3554,1502
DJI_0908.JPG,3541,1293
DJI_0908.JPG,3634,991
DJI_0908.JPG,3271,1537
DJI_0908.JPG,3556,1402
DJI_0908.JPG,3820,1143
DJI_0908.JPG,3725,968
DJI_0908.JPG,3800,823
DJI_0908.JPG,3508,1404
DJI_0908.JPG,3729,1067
DJI_0908.JPG,3611,875
DJI_0908.JPG,3902,983
DJI_0908.JPG,3898,1153
DJI_0908.JPG,3845,1083
DJI_0908.JPG,3863,1065
DJI_0908.JPG,3934,1134
DJI_0908.JPG,3305,1562
DJI_0908.JPG,3655,1167
DJI_0908.JPG,3689,852
DJI_0908.JPG,3981,986
DJI_0908.JPG,3943,1051
DJI_0908.JPG,3801,1165
DJI_0908.JPG,3779,1011
DJI_0908.JPG,3794,1237
DJI_0908.JPG,3544,1325
DJI_0908.JPG,3609,1396
DJI_0908.JPG,3923,952
DJI_0908.JPG,3869,1027
DJI_0908.JPG,3541,1168
DJI_0908.JPG,3938,919
DJI_0908.JPG,3979,899
DJI_0908.JPG,3608,1146
DJI_0908.JPG,3876,1115
DJI_0908.JPG,3781,1100
DJI_0908.JPG,3268,1572
DJI_0908.JPG,3855,918
DJI_0908.JPG,3654,1350
DJI_0908.JPG,3666,1419
DJI_0908.JPG,3833,1047
DJI_0908.JPG,3557,1139
DJI_0908.JPG,3609,834
DJI_0908.JPG,3729,913
DJI_0908.JPG,3611,960
DJI_0908.JPG,3714,1314
DJI_0908.JPG,3570,1214
DJI_0908.JPG,3372,1423
DJI_0908.JPG,3892,939
DJI_0908.JPG,3647,1442
DJI_0908.JPG,3915,816
DJI_0908.JPG,3687,1479
DJI_0908.JPG,3227,1547
DJI_0908.JPG,3760,1176
DJI_0908.JPG,3904,905
DJI_0908.JPG,3345,1477
DJI_0908.JPG,3446,1404
DJI_0908.JPG,3631,1262
DJI_0908.JPG,3604,1257
DJI_0908.JPG,3976,945
DJI_0908.JPG,3932,894
DJI_0908.JPG,3542,826
DJI_0908.JPG,3642,1081
DJI_0908.JPG,3816,996
DJI_0908.JPG,3951,818
DJI_0908.JPG,3900,839
DJI_0908.JPG,3613,1436
DJI_0908.JPG,3332,1484
DJI_0908.JPG,3712,891
DJI_0908.JPG,3426,1524
DJI_0908.JPG,3594,1186
DJI_0908.JPG,3620,1086
DJI_0908.JPG,3739,938
DJI_0908.JPG,3684,1125
DJI_0908.JPG,3731,1149
DJI_0908.JPG,3567,947
DJI_0908.JPG,3636,946
DJI_0908.JPG,3781,1276
DJI_0908.JPG,3677,1447
DJI_0908.JPG,3974,1030
DJI_0908.JPG,3532,1463
DJI_0908.JPG,3316,1446
DJI_0908.JPG,3583,823
DJI_0908.JPG,3841,1009
DJI_0908.JPG,3933,1019
DJI_0908.JPG,3733,1349
DJI_0908.JPG,3786,927
DJI_0908.JPG,3824,822
DJI_0908.JPG,3721,1119
DJI_0908.JPG,3916,1096
DJI_0908.JPG,3940,881
DJI_0908.JPG,3898,1167
DJI_0908.JPG,3734,827
DJI_0908.JPG,3773,1188
DJI_0908.JPG,3930,1033
DJI_0908.JPG,3478,1481
DJI_0908.JPG,3215,1511
DJI_0908.JPG,3779,1345
DJI_0908.JPG,3956,944
DJI_0908.JPG,3613,814
DJI_0908.JPG,3297,1406
DJI_0908.JPG,3627,1396
DJI_0908.JPG,3851,845
DJI_0908.JPG,3674,826
DJI_0908.JPG,3530,1098
DJI_0908.JPG,3517,1379
DJI_0908.JPG,3332,1398
DJI_0908.JPG,3616,1019
DJI_0908.JPG,3682,1329
DJI_0908.JPG,3955,1094
DJI_0908.JPG,3492,1321
DJI_0908.JPG,3746,900
DJI_0908.JPG,3709,1371
DJI_0908.JPG,3606,994
DJI_0908.JPG,3612,852
DJI_0908.JPG,3926,993
DJI_0908.JPG,3971,1068
DJI_0908.JPG,3551,1267
DJI_0908.JPG,3853,981
DJI_0908.JPG,3408,1393
DJI_0908.JPG,3761,857
DJI_0908.JPG,3368,1531
DJI_0908.JPG,3647,905
DJI_0908.JPG,3652,820
DJI_0908.JPG,3286,1493
DJI_0908.JPG,3565,1373
DJI_0908.JPG,3691,905
DJI_0908.JPG,3978,1055
DJI_0908.JPG,3637,840
DJI_0908.JPG,3640,1172
DJI_0908.JPG,3983,960
DJI_0908.JPG,3590,916
DJI_0908.JPG,3692,1116
DJI_0908.JPG,3243,1496
DJI_0908.JPG,3292,1517
DJI_0908.JPG,3789,950
DJI_0908.JPG,3403,1485
DJI_0908.JPG,3548,1453
DJI_0908.JPG,3597,1046
DJI_0908.JPG,3435,1440
DJI_0908.JPG,3700,1102
DJI_0908.JPG,3401,1564
DJI_0908.JPG,3724,812
DJI_0908.JPG,3509,1349
DJI_0908.JPG,3628,1443
DJI_0908.JPG,3882,947
DJI_0908.JPG,3944,1006
DJI_0908.JPG,3295,1468
DJI_0908.JPG,3638,1366
DJI_0908.JPG,3589,1333
DJI_0908.JPG,3941,960
DJI_0908.JPG,3761,880
DJI_0908.JPG,3611,1006
DJI_0908.JPG,3705,830
DJI_0908.JPG,3459,1402
DJI_0908.JPG,3966,976
DJI_0908.JPG,3951,989
DJI_0908.JPG,3514,1467
DJI_0908.JPG,3725,1414
DJI_0908.JPG,3778,1404
DJI_0908.JPG,3478,1370
DJI_0908.JPG,3774,1287
DJI_0908.JPG,3594,1229
DJI_0908.JPG,3245,1511
DJI_0908.JPG,3692,813
DJI_0908.JPG,3340,1579
DJI_0908.JPG,3797,868
DJI_0908.JPG,3675,855
DJI_0908.JPG,3366,1481
DJI_0908.JPG,3585,1141
DJI_0908.JPG,3653,1425
DJI_0908.JPG,3726,1193
DJI_0908.JPG,3645,865
DJI_0908.JPG,3679,1076
DJI_0908.JPG,3597,1003
DJI_0908.JPG,3660,1406
DJI_0908.JPG,3737,954
DJI_0908.JPG,3835,1026
DJI_0908.JPG,3968,1012
DJI_0908.JPG,3380,1547
DJI_0908.JPG,3666,1258
DJI_0908.JPG,3771,974
DJI_0908.JPG,3386,1395
DJI_0908.JPG,3794,992
DJI_0908.JPG,3764,1011
DJI_0908.JPG,3589,988
DJI_0908.JPG,3445,1474
DJI_0908.JPG,3627,1104
DJI_0908.JPG,3685,1008
DJI_0908.JPG,3853,877
DJI_0908.JPG,3258,1476
DJI_0908.JPG,3654,986
DJI_0908.JPG,3840,900
DJI_0908.JPG,3683,1416
DJI_0908.JPG,3830,925
DJI_0908.JPG,3565,1125
DJI_0908.JPG,3672,1434
DJI_0908.JPG,3655,1394
DJI_0908.JPG,3785,1116
DJI_0908.JPG,3841,867
DJI_0908.JPG,3609,979
DJI_0908.JPG,3726,866
DJI_0908.JPG,3649,878
DJI_0908.JPG,3703,1464
DJI_0908.JPG,3800,906
DJI_0908.JPG,3646,830
DJI_0908.JPG,3438,815
DJI_0908.JPG,3306,1586
DJI_0908.JPG,3854,1113
DJI_0908.JPG,3862,836
DJI_0908.JPG,3682,832
DJI_0908.JPG,3374,1508
DJI_0908.JPG,3666,1128
DJI_0908.JPG,3746,1128
DJI_0908.JPG,3732,1242
DJI_0908.JPG,3680,1282
DJI_0908.JPG,3744,1066
DJI_0908.JPG,3706,1165
DJI_0908.JPG,3855,932
DJI_0908.JPG,3556,966
DJI_0908.JPG,3652,943
DJI_0908.JPG,3915,1129
DJI_0908.JPG,3829,969
DJI_0908.JPG,3859,948
DJI_0908.JPG,3582,1274
DJI_0908.JPG,3854,1133
DJI_0908.JPG,3978,813
DJI_0908.JPG,3644,1408
DJI_0908.JPG,3692,1373
DJI_0908.JPG,3378,1440
DJI_0908.JPG,3908,1143
DJI_0908.JPG,3352,1442
DJI_0908.JPG,3679,1040
DJI_0908.JPG,3749,1048
DJI_0908.JPG,3653,1046
DJI_0908.JPG,3434,1518
DJI_0908.JPG,3636,933
DJI_0908.JPG,3884,921
DJI_0908.JPG,3987,863
DJI_0908.JPG,3362,1434
DJI_0908.JPG,3935,1096
DJI_0908.JPG,3578,1200
DJI_0908.JPG,3446,1334
DJI_0908.JPG,3742,1360
DJI_0908.JPG,3773,949
DJI_0908.JPG,3566,853
DJI_0908.JPG,3819,1128
DJI_0908.JPG,3733,1133
DJI_0908.JPG,3670,1324
DJI_0908.JPG,3599,1173
DJI_0908.JPG,3806,1376
DJI_0908.JPG,3938,1063
DJI_0908.JPG,3870,827
DJI_0908.JPG,3212,1574
DJI_0908.JPG,3774,876
DJI_0908.JPG,3931,930
DJI_0908.JPG,3740,985
DJI_0908.JPG,3276,1482
DJI_0908.JPG,3920,1140
DJI_0908.JPG,3682,1461
DJI_0908.JPG,3589,1362
DJI_0908.JPG,3325,1516
DJI_0908.JPG,3578,911
DJI_0908.JPG,3902,855
DJI_0908.JPG,3705,1388
DJI_0908.JPG,4211,911
DJI_0908.JPG,4203,881
DJI_0908.JPG,4163,958
DJI_0908.JPG,4117,956
DJI_0908.JPG,4051,1051
DJI_0908.JPG,4136,978
DJI_0908.JPG,4029,846
DJI_0908.JPG,4141,852
DJI_0908.JPG,4069,975
DJI_0908.JPG,4179,814
DJI_0908.JPG,4043,1001
DJI_0908.JPG,4025,1074
DJI_0908.JPG,4162,914
DJI_0908.JPG,4168,872
DJI_0908.JPG,4140,914
DJI_0908.JPG,4117,916
DJI_0908.JPG,4014,1048
DJI_0908.JPG,4029,937
DJI_0908.JPG,4062,897
DJI_0908.JPG,4042,1021
DJI_0908.JPG,4090,834
DJI_0908.JPG,4024,878
DJI_0908.JPG,4085,863
DJI_0908.JPG,4017,932
DJI_0908.JPG,4037,1063
DJI_0908.JPG,4130,825
DJI_0908.JPG,4014,1004
DJI_0908.JPG,4043,847
DJI_0908.JPG,4045,1035
DJI_0908.JPG,4015,867
DJI_0908.JPG,4017,1036
DJI_0908.JPG,4148,969
DJI_0908.JPG,4107,886
DJI_0908.JPG,4031,812
DJI_0908.JPG,4035,885
DJI_0908.JPG,4147,833
DJI_0908.JPG,4014,1026
DJI_0908.JPG,4057,851
DJI_0908.JPG,1368,1660
DJI_0908.JPG,1389,1689
DJI_0908.JPG,1324,1763
DJI_0908.JPG,2131,2085
DJI_0908.JPG,3021,1675
DJI_0908.JPG,3003,1633
DJI_0908.JPG,3173,1694
DJI_0908.JPG,3139,1668
DJI_0908.JPG,3107,1642
DJI_0908.JPG,3179,1626
DJI_0908.JPG,3066,1679
DJI_0908.JPG,2946,1618
DJI_0908.JPG,3181,1740
DJI_0908.JPG,3156,1634
DJI_0908.JPG,3099,1616
DJI_0908.JPG,3051,1672
DJI_0908.JPG,3127,1657
DJI_0908.JPG,3062,1618
DJI_0908.JPG,3157,1699
DJI_0908.JPG,3080,1657
DJI_0908.JPG,3222,1634
DJI_0908.JPG,3223,1680
DJI_0908.JPG,3214,1667
DJI_0908.JPG,572,2602
DJI_0908.JPG,643,2697
DJI_0908.JPG,513,2612
DJI_0908.JPG,540,2721
DJI_0908.JPG,594,2620
DJI_0908.JPG,656,2582
DJI_0908.JPG,682,2652
DJI_0908.JPG,614,2665
DJI_0908.JPG,383,2714
DJI_0908.JPG,601,2749
DJI_0908.JPG,604,2520
DJI_0908.JPG,718,2588
DJI_0908.JPG,612,2612
DJI_0908.JPG,537,2777
DJI_0908.JPG,716,2619
DJI_0908.JPG,497,2469
DJI_0908.JPG,730,2628
DJI_0908.JPG,419,2455
DJI_0908.JPG,594,2715
DJI_0908.JPG,657,2558
DJI_0908.JPG,697,2636
DJI_0908.JPG,476,2642
DJI_0908.JPG,628,2604
DJI_0908.JPG,556,2636
DJI_0908.JPG,636,2616
DJI_0908.JPG,665,2649
DJI_0908.JPG,523,2729
DJI_0908.JPG,599,2655
DJI_0908.JPG,498,2707
DJI_0908.JPG,567,2707
DJI_0908.JPG,585,2755
DJI_0908.JPG,523,2499
DJI_0908.JPG,636,2589
DJI_0908.JPG,1119,3645
DJI_0908.JPG,1075,3644
DJI_0908.JPG,1177,3635
DJI_0908.JPG,1109,3584
DJI_0908.JPG,1147,3585
DJI_0908.JPG,1096,3644
DJI_0908.JPG,1154,3650
DJI_0908.JPG,1193,3593
DJI_0909.JPG,1575,663
DJI_0909.JPG,1584,601
DJI_0909.JPG,1922,65
DJI_0909.JPG,2152,303
DJI_0909.JPG,1908,113
DJI_0909.JPG,2268,289
DJI_0909.JPG,2131,250
DJI_0909.JPG,2354,45
DJI_0909.JPG,2172,402
DJI_0909.JPG,2292,330
DJI_0909.JPG,1834,77
DJI_0909.JPG,2079,292
DJI_0909.JPG,2334,27
DJI_0909.JPG,2380,21
DJI_0909.JPG,1952,22
DJI_0909.JPG,2107,313
DJI_0909.JPG,2329,292
DJI_0909.JPG,2220,451
DJI_0909.JPG,2176,446
DJI_0909.JPG,2282,314
DJI_0909.JPG,1627,667
DJI_0909.JPG,1665,647
DJI_0909.JPG,1915,102
DJI_0909.JPG,1616,577
DJI_0909.JPG,2120,263
DJI_0909.JPG,2288,251
DJI_0909.JPG,2245,213
DJI_0909.JPG,1937,24
DJI_0909.JPG,1658,660
DJI_0909.JPG,1919,87
DJI_0909.JPG,2253,274
DJI_0909.JPG,2288,274
DJI_0909.JPG,2130,341
DJI_0909.JPG,2090,305
DJI_0909.JPG,1620,611
DJI_0909.JPG,2651,373
DJI_0909.JPG,2650,73
DJI_0909.JPG,2551,26
DJI_0909.JPG,2558,328
DJI_0909.JPG,2789,340
DJI_0909.JPG,2706,120
DJI_0909.JPG,2625,136
DJI_0909.JPG,2617,351
DJI_0909.JPG,2875,277
DJI_0909.JPG,2731,239
DJI_0909.JPG,2720,274
DJI_0909.JPG,2692,344
DJI_0909.JPG,2846,361
DJI_0909.JPG,2888,54
DJI_0909.JPG,2845,266
DJI_0909.JPG,2533,100
DJI_0909.JPG,2702,196
DJI_0909.JPG,2730,95
DJI_0909.JPG,2698,159
DJI_0909.JPG,2676,166
DJI_0909.JPG,2845,322
DJI_0909.JPG,2588,341
DJI_0909.JPG,2494,59
DJI_0909.JPG,2883,187
DJI_0909.JPG,2561,290
DJI_0909.JPG,2610,308
DJI_0909.JPG,2902,91
DJI_0909.JPG,2852,198
DJI_0909.JPG,2787,250
DJI_0909.JPG,2835,293
DJI_0909.JPG,2836,175
DJI_0909.JPG,2772,266
DJI_0909.JPG,2763,187
DJI_0909.JPG,2618,422
DJI_0909.JPG,2595,133
DJI_0909.JPG,2931,328
DJI_0909.JPG,2651,52
DJI_0909.JPG,2584,406
DJI_0909.JPG,2533,261
DJI_0909.JPG,2624,273
DJI_0909.JPG,2666,121
DJI_0909.JPG,2594,18
DJI_0909.JPG,2659,98
DJI_0909.JPG,2774,308
DJI_0909.JPG,2919,153
DJI_0909.JPG,2579,120
DJI_0909.JPG,2658,194
DJI_0909.JPG,2643,234
DJI_0909.JPG,2924,191
DJI_0909.JPG,2589,104
DJI_0909.JPG,2636,28
DJI_0909.JPG,2701,306
DJI_0909.JPG,2652,330
DJI_0909.JPG,2706,217
DJI_0909.JPG,2826,78
DJI_0909.JPG,2602,212
DJI_0909.JPG,2840,279
DJI_0909.JPG,2810,162
DJI_0909.JPG,2759,285
DJI_0909.JPG,2473,30
DJI_0909.JPG,2864,100
DJI_0909.JPG,2588,159
DJI_0909.JPG,2850,31
DJI_0909.JPG,2651,205
DJI_0909.JPG,2633,402
DJI_0909.JPG,2840,310
DJI_0909.JPG,2683,278
DJI_0909.JPG,2528,56
DJI_0909.JPG,2661,293
DJI_0909.JPG,2621,65
DJI_0909.JPG,2563,37
DJI_0909.JPG,2895,304
DJI_0909.JPG,2580,86
DJI_0909.JPG,2833,107
DJI_0909.JPG,2535,285
DJI_0909.JPG,2900,361
DJI_0909.JPG,2609,262
DJI_0909.JPG,2661,161
DJI_0909.JPG,2716,207
DJI_0909.JPG,2583,391
DJI_0909.JPG,2880,205
DJI_0909.JPG,2787,97
DJI_0909.JPG,2809,271
DJI_0909.JPG,2572,250
DJI_0909.JPG,2549,139
DJI_0909.JPG,2852,116
DJI_0909.JPG,2644,215
DJI_0909.JPG,2602,371
DJI_0909.JPG,2717,111
DJI_0909.JPG,2438,19
DJI_0909.JPG,2755,132
DJI_0909.JPG,2700,176
DJI_0909.JPG,2664,263
DJI_0909.JPG,2709,91
DJI_0909.JPG,2700,143
DJI_0909.JPG,2595,319
DJI_0909.JPG,2580,268
DJI_0909.JPG,2804,350
DJI_0909.JPG,2869,56
DJI_0909.JPG,2681,246
DJI_0909.JPG,2719,229
DJI_0909.JPG,2893,140
DJI_0909.JPG,2625,109
DJI_0909.JPG,2591,305
DJI_0909.JPG,2562,305
DJI_0909.JPG,2904,200
DJI_0909.JPG,2851,346
DJI_0909.JPG,2653,89
DJI_0909.JPG,2812,295
DJI_0909.JPG,2695,28
DJI_0909.JPG,2701,325
DJI_0909.JPG,2639,61
DJI_0909.JPG,2858,47
DJI_0909.JPG,2652,246
DJI_0909.JPG,2838,124
DJI_0909.JPG,2804,123
DJI_0909.JPG,2818,353
DJI_0909.JPG,2623,341
DJI_0909.JPG,2786,302
DJI_0909.JPG,2833,345
DJI_0909.JPG,2637,382
DJI_0909.JPG,2682,122
DJI_0909.JPG,2803,109
DJI_0909.JPG,2670,21
DJI_0909.JPG,3596,760
DJI_0909.JPG,3691,719
DJI_0909.JPG,3666,738
DJI_0909.JPG,3728,759
DJI_0909.JPG,3405,647
DJI_0909.JPG,3655,776
DJI_0909.JPG,3432,654
DJI_0909.JPG,3557,745
DJI_0909.JPG,3531,786
DJI_0909.JPG,3460,596
DJI_0909.JPG,3865,778
DJI_0909.JPG,3740,755
DJI_0909.JPG,3704,724
DJI_0909.JPG,3618,780
DJI_0909.JPG,3674,717
DJI_0909.JPG,3703,749
DJI_0909.JPG,3383,621
DJI_0909.JPG,3499,781
DJI_0909.JPG,3443,651
DJI_0909.JPG,3644,781
DJI_0909.JPG,3689,776
DJI_0909.JPG,3946,213
DJI_0909.JPG,3938,756
DJI_0909.JPG,3869,750
DJI_0909.JPG,3419,648
DJI_0909.JPG,4102,125
DJI_0909.JPG,4090,165
DJI_0909.JPG,4380,215
DJI_0909.JPG,4406,263
DJI_0909.JPG,4138,145
DJI_0909.JPG,4348,196
DJI_0909.JPG,4438,302
DJI_0909.JPG,328,1523
DJI_0909.JPG,399,1450
DJI_0909.JPG,357,1327
DJI_0909.JPG,285,1305
DJI_0909.JPG,243,1550
DJI_0909.JPG,241,1352
DJI_0909.JPG,205,1548
DJI_0909.JPG,382,1354
DJI_0909.JPG,190,1331
DJI_0909.JPG,347,1470
DJI_0909.JPG,252,1495
DJI_0909.JPG,260,1411
DJI_0909.JPG,314,1349
DJI_0909.JPG,202,1508
DJI_0909.JPG,146,1471
DJI_0909.JPG,281,1372
DJI_0909.JPG,170,1468
DJI_0909.JPG,117,1457
DJI_0909.JPG,360,1478
DJI_0909.JPG,245,1435
DJI_0909.JPG,108,1563
DJI_0909.JPG,104,1523
DJI_0909.JPG,378,1418
DJI_0909.JPG,308,1434
DJI_0909.JPG,202,1528
DJI_0909.JPG,333,1395
DJI_0909.JPG,283,1546
DJI_0909.JPG,246,1280
DJI_0909.JPG,197,1446
DJI_0909.JPG,412,1378
DJI_0909.JPG,319,1289
DJI_0909.JPG,214,1390
DJI_0909.JPG,265,1549
DJI_0909.JPG,364,1356
DJI_0909.JPG,338,1408
DJI_0909.JPG,315,1537
DJI_0909.JPG,327,1380
DJI_0909.JPG,377,1466
DJI_0909.JPG,249,1574
DJI_0909.JPG,279,1496
DJI_0909.JPG,231,1429
DJI_0909.JPG,245,1475
DJI_0909.JPG,174,1379
DJI_0909.JPG,394,1365
DJI_0909.JPG,321,1428
DJI_0909.JPG,299,1508
DJI_0909.JPG,3172,1053
DJI_0909.JPG,3169,1267
DJI_0909.JPG,3170,972
DJI_0909.JPG,3168,1106
DJI_0909.JPG,3082,923
DJI_0909.JPG,3171,842
DJI_0909.JPG,3151,1142
DJI_0909.JPG,3132,971
DJI_0909.JPG,3126,1006
DJI_0909.JPG,3126,932
DJI_0909.JPG,3134,1039
DJI_0909.JPG,3181,923
DJI_0909.JPG,3164,1228
DJI_0909.JPG,3172,1146
DJI_0909.JPG,3167,1037
DJI_0909.JPG,3141,1127
DJI_0909.JPG,3099,986
DJI_0909.JPG,3141,927
DJI_0909.JPG,3149,972
DJI_0909.JPG,3130,995
DJI_0909.JPG,3164,994
DJI_0909.JPG,3644,1283
DJI_0909.JPG,3733,1382
DJI_0909.JPG,3594,1533
