Image,u,v
DJI_0909.JPG,3562,1582
DJI_0909.JPG,3500,910
DJI_0909.JPG,3825,1070
DJI_0909.JPG,3499,1179
DJI_0909.JPG,3708,1405
DJI_0909.JPG,3527,1276
DJI_0909.JPG,3827,1121
DJI_0909.JPG,3635,1514
DJI_0909.JPG,3426,1258
DJI_0909.JPG,3708,1580
DJI_0909.JPG,3480,1256
DJI_0909.JPG,3884,1347
DJI_0909.JPG,3954,1100
DJI_0909.JPG,3534,1084
DJI_0909.JPG,3964,1069
DJI_0909.JPG,3577,1219
DJI_0909.JPG,3261,894
DJI_0909.JPG,3724,1240
DJI_0909.JPG,3638,1204
DJI_0909.JPG,3672,1551
DJI_0909.JPG,3856,1142
DJI_0909.JPG,3688,1070
DJI_0909.JPG,3678,1450
DJI_0909.JPG,3448,1255
DJI_0909.JPG,3445,1169
DJI_0909.JPG,3966,1405
DJI_0909.JPG,3666,1186
DJI_0909.JPG,3903,1372
DJI_0909.JPG,3705,1105
DJI_0909.JPG,3830,1446
DJI_0909.JPG,3675,1538
DJI_0909.JPG,3516,1048
DJI_0909.JPG,3550,1324
DJI_0909.JPG,3418,1217
DJI_0909.JPG,3704,1449
DJI_0909.JPG,3817,1306
DJI_0909.JPG,3925,1299
DJI_0909.JPG,3892,1560
DJI_0909.JPG,3906,1027
DJI_0909.JPG,3497,1355
DJI_0909.JPG,3590,1294
DJI_0909.JPG,3571,841
DJI_0909.JPG,3915,1132
DJI_0909.JPG,3879,1436
DJI_0909.JPG,3492,1579
DJI_0909.JPG,3912,1428
DJI_0909.JPG,3874,981
DJI_0909.JPG,3573,1427
DJI_0909.JPG,3531,1524
DJI_0909.JPG,3625,1326
DJI_0909.JPG,3797,1446
DJI_0909.JPG,3973,1036
DJI_0909.JPG,3792,1336
DJI_0909.JPG,3464,1338
DJI_0909.JPG,3945,1227
DJI_0909.JPG,3447,1568
DJI_0909.JPG,3750,1460
DJI_0909.JPG,3323,1412
DJI_0909.JPG,3515,1316
DJI_0909.JPG,3832,1381
DJI_0909.JPG,3590,1373
DJI_0909.JPG,3699,1155
DJI_0909.JPG,3852,947
DJI_0909.JPG,3747,1217
DJI_0909.JPG,3598,1218
DJI_0909.JPG,3477,1393
DJI_0909.JPG,3695,1248
DJI_0909.JPG,3553,1126
DJI_0909.JPG,3903,1566
DJI_0909.JPG,3783,1535
DJI_0909.JPG,3588,1325
DJI_0909.JPG,3525,1091
DJI_0909.JPG,3620,1561
DJI_0909.JPG,3580,1191
DJI_0909.JPG,3931,1510
DJI_0909.JPG,3683,1380
DJI_0909.JPG,3702,1359
DJI_0909.JPG,3839,980
DJI_0909.JPG,3487,1522
DJI_0909.JPG,3741,1345
DJI_0909.JPG,3606,1142
DJI_0909.JPG,3734,1543
DJI_0909.JPG,3891,1155
DJI_0909.JPG,3380,1250
DJI_0909.JPG,3349,1377
DJI_0909.JPG,3779,1257
DJI_0909.JPG,3910,1000
DJI_0909.JPG,3701,1015
DJI_0909.JPG,3221,993
DJI_0909.JPG,3731,1151
DJI_0909.JPG,3485,1433
DJI_0909.JPG,3779,1474
DJI_0909.JPG,3677,1045
DJI_0909.JPG,3864,1294
DJI_0909.JPG,3731,982
DJI_0909.JPG,3759,1194
DJI_0909.JPG,3972,1098
DJI_0909.JPG,3516,1462
DJI_0909.JPG,3476,1330
DJI_0909.JPG,3682,1579
DJI_0909.JPG,3820,1509
DJI_0909.JPG,3902,908
DJI_0909.JPG,3521,955
DJI_0909.JPG,3546,1160
DJI_0909.JPG,3762,1286
DJI_0909.JPG,3842,1551
DJI_0909.JPG,3569,1385
DJI_0909.JPG,3878,1286
DJI_0909.JPG,3271,996
DJI_0909.JPG,3756,1252
DJI_0909.JPG,3902,1306
DJI_0909.JPG,3779,1340
DJI_0909.JPG,3512,831
DJI_0909.JPG,3888,1403
DJI_0909.JPG,3676,1296
DJI_0909.JPG,3528,1411
DJI_0909.JPG,3722,846
DJI_0909.JPG,3823,1326
DJI_0909.JPG,3557,1348
DJI_0909.JPG,3826,905
DJI_0909.JPG,3668,1419
DJI_0909.JPG,3781,1211
DJI_0909.JPG,3627,1285
DJI_0909.JPG,3393,1432
DJI_0909.JPG,3884,1236
DJI_0909.JPG,3638,1058
DJI_0909.JPG,3866,1373
DJI_0909.JPG,3652,1270
DJI_0909.JPG,3594,949
DJI_0909.JPG,3527,1509
DJI_0909.JPG,3817,1550
DJI_0909.JPG,3528,997
DJI_0909.JPG,3569,1476
DJI_0909.JPG,3886,1374
DJI_0909.JPG,3877,1030
DJI_0909.JPG,3490,1503
DJI_0909.JPG,3625,1170
DJI_0909.JPG,3844,1242
DJI_0909.JPG,3517,1564
DJI_0909.JPG,3777,1163
DJI_0909.JPG,3386,1361
DJI_0909.JPG,3852,1520
DJI_0909.JPG,3877,1315
DJI_0909.JPG,3671,820
DJI_0909.JPG,3777,1375
DJI_0909.JPG,3495,1261
DJI_0909.JPG,3653,1365
DJI_0909.JPG,3919,1051
DJI_0909.JPG,3627,1121
DJI_0909.JPG,3589,1509
DJI_0909.JPG,3757,825
DJI_0909.JPG,3942,1029
DJI_0909.JPG,3598,829
DJI_0909.JPG,3811,1524
DJI_0909.JPG,3220,1221
DJI_0909.JPG,3602,1426
DJI_0909.JPG,3845,1348
DJI_0909.JPG,3626,930
DJI_0909.JPG,3633,818
DJI_0909.JPG,3862,1533
DJI_0909.JPG,3670,1138
DJI_0909.JPG,3732,1469
DJI_0909.JPG,3837,1253
DJI_0909.JPG,3912,868
DJI_0909.JPG,3916,1251
DJI_0909.JPG,3473,1001
DJI_0909.JPG,3899,957
DJI_0909.JPG,3910,1473
DJI_0909.JPG,3625,838
DJI_0909.JPG,3445,1476
DJI_0909.JPG,3865,1398
DJI_0909.JPG,3959,1485
DJI_0909.JPG,3529,1158
DJI_0909.JPG,3970,1261
DJI_0909.JPG,3525,1454
DJI_0909.JPG,3509,1060
DJI_0909.JPG,3831,1265
DJI_0909.JPG,3985,1282
DJI_0909.JPG,3429,1381
DJI_0909.JPG,3222,887
DJI_0909.JPG,3814,1244
DJI_0909.JPG,3552,1053
DJI_0909.JPG,3341,1284
DJI_0909.JPG,3906,1510
DJI_0909.JPG,3688,1233
DJI_0909.JPG,3774,1564
DJI_0909.JPG,3581,1258
DJI_0909.JPG,3984,1229
DJI_0909.JPG,3610,1001
DJI_0909.JPG,3922,1031
DJI_0909.JPG,3433,1338
DJI_0909.JPG,3553,1012
DJI_0909.JPG,3791,1106
DJI_0909.JPG,3611,1529
DJI_0909.JPG,3722,1493
DJI_0909.JPG,3789,1168
DJI_0909.JPG,3849,1285
DJI_0909.JPG,3625,1523
DJI_0909.JPG,3944,1538
DJI_0909.JPG,3892,1499
DJI_0909.JPG,3355,1315
DJI_0909.JPG,3432,1201
DJI_0909.JPG,3818,1357
DJI_0909.JPG,3615,1573
DJI_0909.JPG,3926,887
DJI_0909.JPG,3235,962
DJI_0909.JPG,3478,1024
DJI_0909.JPG,3533,1203
DJI_0909.JPG,3874,1588
DJI_0909.JPG,3566,1119
DJI_0909.JPG,3662,1292
DJI_0909.JPG,3779,883
DJI_0909.JPG,3648,1077
DJI_0909.JPG,3741,1525
DJI_0909.JPG,3727,1529
DJI_0909.JPG,3441,1294
DJI_0909.JPG,3947,909
DJI_0909.JPG,3671,1036
DJI_0909.JPG,3930,913
DJI_0909.JPG,3872,1302
DJI_0909.JPG,3490,1464
DJI_0909.JPG,3914,910
DJI_0909.JPG,3933,1372
DJI_0909.JPG,3845,1178
DJI_0909.JPG,3798,1276
DJI_0909.JPG,3324,1427
DJI_0909.JPG,3611,1453
DJI_0909.JPG,3767,1467
DJI_0909.JPG,3618,971
DJI_0909.JPG,3534,1380
DJI_0909.JPG,3975,1134
DJI_0909.JPG,3427,1418
DJI_0909.JPG,3633,1369
DJI_0909.JPG,3586,1421
DJI_0909.JPG,3499,972
DJI_0909.JPG,3802,1236
DJI_0909.JPG,3872,1383
DJI_0909.JPG,3465,1445
DJI_0909.JPG,3820,1341
DJI_0909.JPG,3854,850
DJI_0909.JPG,3487,1222
DJI_0909.JPG,3464,1222
DJI_0909.JPG,3640,907
DJI_0909.JPG,3501,1015
DJI_0909.JPG,3519,1224
DJI_0909.JPG,3978,1305
DJI_0909.JPG,3586,973
DJI_0909.JPG,3772,1312
DJI_0909.JPG,3534,1238
DJI_0909.JPG,3523,879
DJI_0909.JPG,3757,1345
DJI_0909.JPG,3633,1140
DJI_0909.JPG,3951,1586
DJI_0909.JPG,3259,1003
DJI_0909.JPG,3638,1222
DJI_0909.JPG,3826,1278
DJI_0909.JPG,3612,1254
DJI_0909.JPG,3978,1341
DJI_0909.JPG,3781,1405
DJI_0909.JPG,3941,1484
DJI_0909.JPG,3660,1378
DJI_0909.JPG,3859,1128
DJI_0909.JPG,3904,1099
DJI_0909.JPG,3531,1441
DJI_0909.JPG,3665,1319
DJI_0909.JPG,3901,880
DJI_0909.JPG,3662,1564
DJI_0909.JPG,3764,1573
DJI_0909.JPG,3887,1267
DJI_0909.JPG,3483,1321
DJI_0909.JPG,3478,1210
DJI_0909.JPG,3782,1489
DJI_0909.JPG,3803,1170
DJI_0909.JPG,3819,1290
DJI_0909.JPG,3833,1576
DJI_0909.JPG,3762,915
DJI_0909.JPG,3610,1493
DJI_0909.JPG,3810,845
DJI_0909.JPG,3770,907
DJI_0909.JPG,3623,1019
DJI_0909.JPG,3530,1028
DJI_0909.JPG,3803,874
DJI_0909.JPG,3716,1184
DJI_0909.JPG,3512,1378
DJI_0909.JPG,3881,898
DJI_0909.JPG,3796,1420
DJI_0909.JPG,3798,909
DJI_0909.JPG,3590,849
DJI_0909.JPG,3829,1022
DJI_0909.JPG,3680,1336
DJI_0909.JPG,3780,838
DJI_0909.JPG,3828,1103
DJI_0909.JPG,3513,1162
DJI_0909.JPG,3653,1207
DJI_0909.JPG,3965,1168
DJI_0909.JPG,3970,1248
DJI_0909.JPG,3946,1319
DJI_0909.JPG,4087,1500
DJI_0909.JPG,4136,1190
DJI_0909.JPG,4118,1284
DJI_0909.JPG,4079,1347
DJI_0909.JPG,4026,1477
DJI_0909.JPG,4058,1262
DJI_0909.JPG,4024,1078
DJI_0909.JPG,4045,1205
DJI_0909.JPG,4075,1173
DJI_0909.JPG,4138,1098
DJI_0909.JPG,4048,1577
DJI_0909.JPG,4177,1129
DJI_0909.JPG,4064,1136
DJI_0909.JPG,4036,1533
DJI_0909.JPG,4058,1409
DJI_0909.JPG,4106,1067
DJI_0909.JPG,4024,844
DJI_0909.JPG,4052,1056
DJI_0909.JPG,4041,1080
DJI_0909.JPG,4052,1229
DJI_0909.JPG,4094,1534
DJI_0909.JPG,4014,1405
DJI_0909.JPG,4064,1247
DJI_0909.JPG,4037,1306
DJI_0909.JPG,4083,1316
DJI_0909.JPG,4030,948
DJI_0909.JPG,4025,1274
DJI_0909.JPG,4035,1291
DJI_0909.JPG,4105,1128
DJI_0909.JPG,4084,1013
DJI_0909.JPG,4054,1322
DJI_0909.JPG,4014,1219
DJI_0909.JPG,4033,1353
DJI_0909.JPG,4073,1360
DJI_0909.JPG,4028,1115
DJI_0909.JPG,4034,1157
DJI_0909.JPG,4108,1316
DJI_0909.JPG,4037,1183
DJI_0909.JPG,4061,1352
DJI_0909.JPG,4068,1420
DJI_0909.JPG,4065,1493
DJI_0909.JPG,4025,1017
DJI_0909.JPG,4035,1582
DJI_0909.JPG,4076,1380
DJI_0909.JPG,4070,1336
DJI_0909.JPG,4040,1339
DJI_0909.JPG,4122,1115
DJI_0909.JPG,4043,1275
DJI_0909.JPG,4108,1302
DJI_0909.JPG,4033,911
DJI_0909.JPG,4068,1116
DJI_0909.JPG,4065,1083
DJI_0909.JPG,4053,1108
DJI_0909.JPG,4014,1438
DJI_0909.JPG,4012,1418
DJI_0909.JPG,4043,1394
DJI_0909.JPG,115,1765
DJI_0909.JPG,111,1721
DJI_0909.JPG,77,1674
DJI_0909.JPG,78,1768
DJI_0909.JPG,122,1616
DJI_0909.JPG,39,1747
DJI_0909.JPG,142,1629
DJI_0909.JPG,283,1635
DJI_0909.JPG,57,1756
DJI_0909.JPG,34,1711
DJI_0909.JPG,100,1669
DJI_0909.JPG,1219,2375
DJI_0909.JPG,1202,2380
DJI_0909.JPG,1241,2284
DJI_0909.JPG,3092,2028
DJI_0909.JPG,3079,2050
DJI_0909.JPG,3165,2062
DJI_0909.JPG,2841,2086
DJI_0909.JPG,2867,2044
DJI_0909.JPG,3054,2026
DJI_0909.JPG,3029,1968
DJI_0909.JPG,3115,2027
DJI_0909.JPG,2867,2068
DJI_0909.JPG,3136,2027
DJI_0909.JPG,2990,1990
DJI_0909.JPG,3172,2003
DJI_0909.JPG,3184,1996
DJI_0909.JPG,2585,2017
DJI_0909.JPG,3497,1938
DJI_0909.JPG,3317,1928
DJI_0909.JPG,3780,1639
DJI_0909.JPG,3357,1886
DJI_0909.JPG,3242,2038
DJI_0909.JPG,3626,1626
DJI_0909.JPG,3577,2034
DJI_0909.JPG,3415,1814
DJI_0909.JPG,3318,1961
DJI_0909.JPG,3352,2010
DJI_0909.JPG,3680,1788
DJI_0909.JPG,3671,1865
DJI_0909.JPG,3467,1999
DJI_0909.JPG,3531,1991
DJI_0909.JPG,3242,1986
DJI_0909.JPG,3740,1764
DJI_0909.JPG,3549,1856
DJI_0909.JPG,3492,2076
DJI_0909.JPG,3866,1622
DJI_0909.JPG,3702,1761
DJI_0909.JPG,3435,1787
DJI_0909.JPG,3290,1898
DJI_0909.JPG,3355,1844
DJI_0909.JPG,3481,1795
DJI_0909.JPG,3447,1738
DJI_0909.JPG,3419,1946
DJI_0909.JPG,3453,2128
DJI_0909.JPG,3479,1689
DJI_0909.JPG,3636,1806
DJI_0909.JPG,3421,1977
DJI_0909.JPG,3582,1929
DJI_0909.JPG,3677,1643
DJI_0909.JPG,3538,1796
DJI_0909.JPG,3426,1916
DJI_0909.JPG,3527,1894
DJI_0909.JPG,3283,2028
DJI_0909.JPG,3394,2132
DJI_0909.JPG,3462,2093
DJI_0909.JPG,3743,1634
DJI_0909.JPG,3294,1975
DJI_0909.JPG,3909,1691
DJI_0909.JPG,3544,2061
DJI_0909.JPG,3716,1666
DJI_0909.JPG,3430,2141
DJI_0909.JPG,3657,1634
DJI_0909.JPG,3779,1778
DJI_0909.JPG,3598,2081
DJI_0909.JPG,3379,1825
DJI_0909.JPG,3396,1871
DJI_0909.JPG,3386,2043
DJI_0909.JPG,3597,1689
DJI_0909.JPG,3248,2063
DJI_0909.JPG,3515,2090
DJI_0909.JPG,3612,1982
DJI_0909.JPG,3839,1701
DJI_0909.JPG,3410,1731
DJI_0909.JPG,3256,2092
DJI_0909.JPG,3878,1678
DJI_0909.JPG,3489,1906
DJI_0909.JPG,3750,1649
DJI_0909.JPG,3541,2040
DJI_0909.JPG,3563,1759
DJI_0909.JPG,3502,1965
DJI_0909.JPG,3829,1723
DJI_0909.JPG,3497,2027
DJI_0909.JPG,3757,1732
DJI_0909.JPG,3667,1723
DJI_0909.JPG,3432,2036
DJI_0909.JPG,3283,2105
DJI_0909.JPG,3367,1968
DJI_0909.JPG,3566,2103
DJI_0909.JPG,3696,1619
DJI_0909.JPG,3586,1794
DJI_0909.JPG,3246,1845
DJI_0909.JPG,3720,1633
DJI_0909.JPG,3821,1678
DJI_0909.JPG,3496,1788
DJI_0909.JPG,3215,2058
DJI_0909.JPG,3370,1939
DJI_0909.JPG,3393,2012
DJI_0909.JPG,3602,1749
DJI_0909.JPG,3624,2032
DJI_0909.JPG,3811,1756
DJI_0909.JPG,3452,1851
DJI_0909.JPG,3310,2140
DJI_0909.JPG,3473,1830
DJI_0909.JPG,3461,1776
DJI_0909.JPG,3341,1820
DJI_0909.JPG,3763,1645
DJI_0909.JPG,3559,1661
DJI_0909.JPG,3224,1847
DJI_0909.JPG,3522,1807
DJI_0909.JPG,3517,1993
DJI_0909.JPG,3322,2040
DJI_0909.JPG,3812,1656
DJI_0909.JPG,3555,1847
DJI_0909.JPG,3607,1824
DJI_0909.JPG,3726,1701
DJI_0909.JPG,3498,1716
DJI_0909.JPG,3409,2101
DJI_0909.JPG,3523,2080
DJI_0909.JPG,3936,1669
DJI_0909.JPG,3557,2078
DJI_0909.JPG,3509,2037
DJI_0909.JPG,3848,1628
DJI_0909.JPG,3436,1949
DJI_0909.JPG,3356,2114
DJI_0909.JPG,3881,1625
DJI_0909.JPG,3621,1828
DJI_0909.JPG,3507,1905
DJI_0909.JPG,3926,1615
DJI_0909.JPG,3470,1627
DJI_0909.JPG,3299,2142
DJI_0909.JPG,3224,2051
DJI_0909.JPG,3746,1682
DJI_0909.JPG,3482,2040
DJI_0909.JPG,3688,2000
DJI_0909.JPG,3275,1857
DJI_0909.JPG,3443,2014
DJI_0909.JPG,3246,2002
DJI_0909.JPG,3852,1643
DJI_0909.JPG,3287,1909
DJI_0909.JPG,3662,1738
DJI_0909.JPG,3658,1970
DJI_0909.JPG,3644,1630
DJI_0909.JPG,3557,1707
DJI_0909.JPG,3659,1907
DJI_0909.JPG,3829,1613
DJI_0909.JPG,3339,2079
DJI_0909.JPG,3523,1790
DJI_0909.JPG,3667,1627
DJI_0909.JPG,3531,1759
DJI_0909.JPG,3510,1616
DJI_0909.JPG,3557,1970
DJI_0909.JPG,3404,1755
DJI_0909.JPG,3395,1902
DJI_0909.JPG,3671,1617
DJI_0909.JPG,3338,2038
DJI_0909.JPG,3520,1715
DJI_0909.JPG,3660,1783
DJI_0909.JPG,3226,2033
DJI_0909.JPG,3607,1877
DJI_0909.JPG,3516,1845
DJI_0909.JPG,3461,1798
DJI_0909.JPG,3572,1891
DJI_0909.JPG,3781,1614
DJI_0909.JPG,3459,1841
DJI_0909.JPG,3565,1628
DJI_0909.JPG,3608,1781
DJI_0909.JPG,3479,1953
DJI_0909.JPG,3442,1860
DJI_0909.JPG,3613,1756
DJI_0909.JPG,3861,1668
DJI_0909.JPG,3644,1736
DJI_0909.JPG,3525,2038
DJI_0909.JPG,3278,1982
DJI_0909.JPG,3386,1982
DJI_0909.JPG,3530,2068
DJI_0909.JPG,3290,2116
DJI_0909.JPG,3882,1664
DJI_0909.JPG,3393,2034
DJI_0909.JPG,3797,1712
DJI_0909.JPG,3855,1656
DJI_0909.JPG,3497,1745
DJI_0909.JPG,3315,2127
DJI_0909.JPG,3354,1924
DJI_0909.JPG,3608,1971
DJI_0909.JPG,3922,1640
DJI_0909.JPG,3685,1619
DJI_0909.JPG,3591,1947
DJI_0909.JPG,3465,1916
DJI_0909.JPG,3427,1802
DJI_0909.JPG,3475,2085
DJI_0909.JPG,3580,1646
DJI_0909.JPG,3463,2050
DJI_0909.JPG,3812,1632
DJI_0909.JPG,3397,1820
DJI_0909.JPG,3572,1796
DJI_0909.JPG,3485,1618
DJI_0909.JPG,3346,2024
DJI_0909.JPG,3468,1985
DJI_0909.JPG,3583,1739
DJI_0909.JPG,3536,1963
DJI_0909.JPG,3254,1801
DJI_0909.JPG,3689,1774
DJI_0909.JPG,3273,1875
DJI_0909.JPG,3426,1856
DJI_0909.JPG,3785,1766
DJI_0909.JPG,3633,1673
DJI_0909.JPG,3544,1819
DJI_0909.JPG,3556,1885
DJI_0909.JPG,3576,1820
DJI_0909.JPG,3445,1917
DJI_0909.JPG,3228,2084
DJI_0909.JPG,3286,1885
DJI_0909.JPG,3518,1695
DJI_0909.JPG,3835,1623
DJI_0909.JPG,3924,1628
DJI_0909.JPG,3252,1899
DJI_0909.JPG,3481,1658
DJI_0909.JPG,3423,2093
DJI_0909.JPG,3303,2035
DJI_0909.JPG,3788,1750
DJI_0909.JPG,3541,1888
DJI_0909.JPG,3312,2068
DJI_0909.JPG,3297,1919
DJI_0909.JPG,3749,1663
DJI_0909.JPG,3463,1732
DJI_0909.JPG,3549,1760
DJI_0909.JPG,3861,1684
DJI_0909.JPG,3911,1617
DJI_0909.JPG,3599,1960
DJI_0909.JPG,3557,1795
DJI_0909.JPG,3270,2098
DJI_0909.JPG,3366,2011
DJI_0909.JPG,3310,2115
DJI_0909.JPG,3214,2040
DJI_0909.JPG,3505,2085
DJI_0909.JPG,3547,1907
DJI_0909.JPG,393,3148
DJI_0909.JPG,535,3181
DJI_0909.JPG,478,3133
DJI_0909.JPG,463,3018
DJI_0909.JPG,535,3162
DJI_0909.JPG,383,3141
DJI_0909.JPG,316,3149
DJI_0909.JPG,594,3183
DJI_0909.JPG,3541,2480
DJI_0909.JPG,609,3230
DJI_0909.JPG,394,3304
DJI_0909.JPG,382,3261
DJI_0909.JPG,409,3370
DJI_0909.JPG,572,3260
DJI_0909.JPG,518,3313
DJI_0909.JPG,444,3240
DJI_0909.JPG,467,3261
DJI_0909.JPG,252,3334
DJI_0909.JPG,314,3331
DJI_0909.JPG,489,3283
DJI_0909.JPG,348,3292
DJI_0909.JPG,589,3240
DJI_0909.JPG,480,3363
DJI_0909.JPG,511,3232
DJI_0909.JPG,460,3362
DJI_0909.JPG,411,3306
DJI_0909.JPG,428,3282
DJI_0909.JPG,409,3396
DJI_0909.JPG,252,3365
DJI_0909.JPG,325,3322
DJI_0909.JPG,293,3268
DJI_0909.JPG,472,3225
DJI_0909.JPG,471,3331
DJI_0909.JPG,500,3219
DJI_0909.JPG,535,3229
DJI_0909.JPG,544,3266
DJI_0909.JPG,424,3303
DJI_0909.JPG,587,3220
DJI_0909.JPG,272,3234
DJI_0909.JPG,341,3305
DJI_0909.JPG,569,3230
DJI_0918.JPG,247,375
DJI_0918.JPG,1749,75
DJI_0918.JPG,3306,477
DJI_0918.JPG,3261,553
DJI_0918.JPG,3234,603
DJI_0918.JPG,3222,666
DJI_0918.JPG,3267,662
DJI_0918.JPG,3276,572
DJI_0918.JPG,3301,549
DJI_0918.JPG,3329,531
DJI_0918.JPG,3388,509
DJI_0918.JPG,3403,548
DJI_0918.JPG,3222,638
DJI_0918.JPG,3347,487
DJI_0918.JPG,3271,692
DJI_0918.JPG,3360,523
DJI_0918.JPG,3397,516
DJI_0918.JPG,3332,557
DJI_0918.JPG,3269,624
DJI_0918.JPG,3330,503
DJI_0918.JPG,3299,519
DJI_0918.JPG,3240,592
DJI_0918.JPG,3318,714
DJI_0918.JPG,588,1567
DJI_0918.JPG,615,1570
DJI_0918.JPG,568,1578
DJI_0918.JPG,2286,1081
DJI_0918.JPG,2279,1134
DJI_0918.JPG,2267,1157
DJI_0918.JPG,2258,1075
DJI_0918.JPG,2289,1114
DJI_0918.JPG,2313,1169
DJI_0918.JPG,2275,1146
DJI_0918.JPG,2315,1158
DJI_0918.JPG,2678,1348
DJI_0918.JPG,2651,1423
DJI_0918.JPG,2692,1342
DJI_0918.JPG,2713,1334
DJI_0918.JPG,330,2230
DJI_0918.JPG,180,2074
DJI_0918.JPG,268,2294
DJI_0918.JPG,391,2064
DJI_0918.JPG,457,2101
DJI_0918.JPG,296,2315
DJI_0918.JPG,580,1857
DJI_0918.JPG,280,2218
DJI_0918.JPG,436,2257
DJI_0918.JPG,523,2048
DJI_0918.JPG,509,1754
DJI_0918.JPG,458,2360
DJI_0918.JPG,470,1834
DJI_0918.JPG,575,1727
DJI_0918.JPG,347,2056
DJI_0918.JPG,117,2233
DJI_0918.JPG,540,2343
DJI_0918.JPG,375,2347
DJI_0918.JPG,92,2301
DJI_0918.JPG,249,2212
DJI_0918.JPG,123,2126
DJI_0918.JPG,473,1625
DJI_0918.JPG,557,1884
DJI_0918.JPG,174,2134
DJI_0918.JPG,66,2375
DJI_0918.JPG,105,2118
DJI_0918.JPG,378,2165
DJI_0918.JPG,515,1874
DJI_0918.JPG,442,1641
DJI_0918.JPG,456,1722
DJI_0918.JPG,410,2092
DJI_0918.JPG,367,2312
DJI_0918.JPG,328,2097
DJI_0918.JPG,476,2140
DJI_0918.JPG,218,2073
DJI_0918.JPG,417,2148
DJI_0918.JPG,136,2090
DJI_0918.JPG,294,2270
DJI_0918.JPG,178,2367
DJI_0918.JPG,568,2116
DJI_0918.JPG,29,2131
DJI_0918.JPG,542,2291
DJI_0918.JPG,229,2297
DJI_0918.JPG,365,1795
DJI_0918.JPG,432,1762
DJI_0918.JPG,385,1889
DJI_0918.JPG,414,1684
DJI_0918.JPG,575,2211
DJI_0918.JPG,227,2148
DJI_0918.JPG,189,2173
DJI_0918.JPG,281,2059
DJI_0918.JPG,350,1914
DJI_0918.JPG,522,1622
DJI_0918.JPG,620,2201
DJI_0918.JPG,415,2355
DJI_0918.JPG,602,1955
DJI_0918.JPG,530,1797
DJI_0918.JPG,246,2117
DJI_0918.JPG,548,1815
DJI_0918.JPG,286,2187
DJI_0918.JPG,552,1911
DJI_0918.JPG,426,2010
DJI_0918.JPG,195,2162
DJI_0918.JPG,147,2153
DJI_0918.JPG,451,2332
DJI_0918.JPG,515,2330
DJI_0918.JPG,354,1834
DJI_0918.JPG,170,2297
DJI_0918.JPG,455,1687
DJI_0918.JPG,510,1773
DJI_0918.JPG,496,2370
DJI_0918.JPG,196,2148
DJI_0918.JPG,435,1901
DJI_0918.JPG,232,2329
DJI_0918.JPG,212,2106
DJI_0918.JPG,113,2329
DJI_0918.JPG,352,2312
DJI_0918.JPG,476,2240
DJI_0918.JPG,358,1963
DJI_0918.JPG,378,1747
DJI_0918.JPG,568,1758
DJI_0918.JPG,526,1679
DJI_0918.JPG,525,2247
DJI_0918.JPG,548,2052
DJI_0918.JPG,208,2338
DJI_0918.JPG,342,2129
DJI_0918.JPG,499,2301
DJI_0918.JPG,333,2260
DJI_0918.JPG,203,2226
DJI_0918.JPG,457,2067
DJI_0918.JPG,572,1697
DJI_0918.JPG,136,2272
DJI_0918.JPG,482,1900
DJI_0918.JPG,510,2084
DJI_0918.JPG,514,1941
DJI_0918.JPG,528,1839
DJI_0918.JPG,589,1670
DJI_0918.JPG,173,2345
DJI_0918.JPG,411,1870
DJI_0918.JPG,476,2265
DJI_0918.JPG,445,2211
DJI_0918.JPG,339,2141
DJI_0918.JPG,315,2038
DJI_0918.JPG,493,1971
DJI_0918.JPG,106,2267
DJI_0918.JPG,271,2049
DJI_0918.JPG,74,2208
DJI_0918.JPG,556,2158
DJI_0918.JPG,352,2380
DJI_0918.JPG,412,2317
DJI_0918.JPG,405,2137
DJI_0918.JPG,334,1953
DJI_0918.JPG,660,2358
DJI_0918.JPG,417,1725
DJI_0918.JPG,498,1656
DJI_0918.JPG,312,2324
DJI_0918.JPG,527,2109
DJI_0918.JPG,301,2102
DJI_0918.JPG,516,2284
DJI_0918.JPG,481,1794
DJI_0918.JPG,560,2075
DJI_0918.JPG,536,2001
DJI_0918.JPG,563,1949
DJI_0918.JPG,477,2158
DJI_0918.JPG,535,1659
DJI_0918.JPG,192,2135
DJI_0918.JPG,167,2227
DJI_0918.JPG,374,1913
DJI_0918.JPG,405,1926
DJI_0918.JPG,351,1717
DJI_0918.JPG,485,2180
DJI_0918.JPG,583,2295
DJI_0918.JPG,324,2378
DJI_0918.JPG,569,2006
DJI_0918.JPG,298,1947
DJI_0918.JPG,516,2152
DJI_0918.JPG,407,2106
DJI_0918.JPG,518,2215
DJI_0918.JPG,489,2087
DJI_0918.JPG,628,1708
DJI_0918.JPG,21,2339
DJI_0918.JPG,494,1670
DJI_0918.JPG,22,2171
DJI_0918.JPG,274,2365
DJI_0918.JPG,624,2308
DJI_0918.JPG,155,2162
DJI_0918.JPG,220,2202
DJI_0918.JPG,129,2155
DJI_0918.JPG,659,2290
DJI_0918.JPG,26,2265
DJI_0918.JPG,306,2360
DJI_0918.JPG,212,2019
DJI_0918.JPG,589,1790
DJI_0918.JPG,617,1731
DJI_0918.JPG,134,2379
DJI_0918.JPG,121,2357
DJI_0918.JPG,472,2298
DJI_0918.JPG,457,1634
DJI_0918.JPG,402,2326
DJI_0918.JPG,488,1701
DJI_0918.JPG,404,2251
